gen_model,model_label,signature_family,domain_a,domain_b,domain_pair,n,n_domain_a,n_domain_b,length_auroc,amount_auroc,full_auroc,amount_gain_bits,amount_gain_ci_low,amount_gain_ci_high,amount_p_value,timing_gain_bits,timing_gain_ci_low,timing_gain_ci_high,timing_p_value,class_order,amount_q_value,timing_q_value,amount_supported,timing_supported
reasoner,DeepSeek-R1 Distill 8B,conversational,gpqa,security,GPQA – Security,882,484,398,0.7532912496366129,0.787584617301383,0.7926356991569418,0.045129418220169325,0.0167911776345727,0.0689055963418057,0.000999000999000999,0.010921839026163125,-0.007899486898889923,0.030738268959401335,0.13986013986013987,gpqa|security,0.0012030979772915257,0.26107226107226106,True,False
reasoner,DeepSeek-R1 Distill 8B,conversational,planning,moral,Planning – Moral,958,458,500,0.9198209606986899,0.9741091703056769,0.9755545851528384,0.2610594028089904,0.210406695901661,0.31884526303904154,0.000999000999000999,0.006570155656907922,-0.013228733818455778,0.02428665892445651,0.26973026973026976,moral|planning,0.0012030979772915257,0.4100876499066545,True,False
reasoner,DeepSeek-R1 Distill 8B,conversational,planning,idea,Planning – Idea,951,458,493,0.8547747061480819,0.9913150925179588,0.9927943169437629,0.5348707818657641,0.48189949294172685,0.5903422113377127,0.000999000999000999,0.0222678126602323,0.006878915329213662,0.03740210840251986,0.003996003996003996,idea|planning,0.0012030979772915257,0.01945880206749772,True,True
reasoner,DeepSeek-R1 Distill 8B,conversational,planning,safety,Planning – Safety,770,458,312,0.9156729369611466,0.9859618183853992,0.9876133691635876,0.3496201399719425,0.28346133287519343,0.42062813525093073,0.000999000999000999,0.014355842229582066,-0.004770169713555538,0.03488174249571601,0.07492507492507493,planning|safety,0.0012030979772915257,0.1689585582203032,True,False
reasoner,DeepSeek-R1 Distill 8B,conversational,planning,security,Planning – Security,856,458,398,0.7065293717495775,0.8006023567619758,0.8148548418950649,0.1337922020760412,0.09454657642422537,0.17117450706863901,0.000999000999000999,0.02038286669159488,-0.0002738077344433551,0.04064392416473513,0.03196803196803197,planning|security,0.0012030979772915257,0.0925970581142995,True,False
reasoner,DeepSeek-R1 Distill 8B,conversational,moral,idea,Moral – Idea,993,500,493,0.6884077079107505,0.8283651115618661,0.8966004056795132,0.18906614796694116,0.14803271782720465,0.22990367744663923,0.000999000999000999,0.14540731953393124,0.10599547365705947,0.18470137432564424,0.000999000999000999,idea|moral,0.0012030979772915257,0.006850292564578279,True,True
reasoner,DeepSeek-R1 Distill 8B,conversational,moral,safety,Moral – Safety,812,500,312,0.6843910256410256,0.7500641025641026,0.8292948717948718,0.07166415064022992,0.03936919239922058,0.10373284418941225,0.000999000999000999,0.121256815825865,0.08166729586112692,0.16114166188459922,0.000999000999000999,moral|safety,0.0012030979772915257,0.006850292564578279,True,True
reasoner,DeepSeek-R1 Distill 8B,conversational,moral,security,Moral – Security,898,500,398,0.8509396984924623,0.9317286432160804,0.9348693467336684,0.2666370399771421,0.21300427921718557,0.3228095875565073,0.000999000999000999,0.01327380540978088,-0.010411308845436758,0.03548629796666496,0.12287712287712288,moral|security,0.0012030979772915257,0.24003903073670516,True,False
reasoner,DeepSeek-R1 Distill 8B,conversational,idea,safety,Idea – Safety,805,493,312,0.5898248556717116,0.6625318562438238,0.7768372601029802,0.02280643329518452,-0.0022032066091289696,0.04708681727190977,0.054945054945054944,0.10690373520436598,0.0639148726093309,0.14648632348344143,0.000999000999000999,idea|safety,0.06072874493927125,0.006850292564578279,False,True
reasoner,DeepSeek-R1 Distill 8B,conversational,idea,security,Idea – Security,891,493,398,0.7162383927752352,0.9684171363918986,0.9814895980918793,0.58167994442672,0.5239368246214128,0.6415231427962778,0.000999000999000999,0.08364716481061352,0.052746015640613035,0.11434259428280083,0.000999000999000999,idea|security,0.0012030979772915257,0.006850292564578279,True,True
reasoner,DeepSeek-R1 Distill 8B,conversational,safety,security,Safety – Security,710,312,398,0.7425428424172142,0.9416231800025769,0.9492816647339261,0.4100518241239723,0.3473592477185751,0.46943208535593334,0.000999000999000999,0.03405954699377774,-0.003450883005966643,0.06947522356820587,0.03396603396603397,safety|security,0.0012030979772915257,0.09671684247955435,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,math,code,Math – Code,652,498,154,0.9162885307463621,0.918583424607521,0.9229515464455224,0.005798370523619188,-0.0010546561368710676,0.01263049694030324,0.04595404595404595,0.009443742148625128,-0.009203694370247723,0.028665774418842747,0.17282717282717283,code|math,0.05095894204805096,0.3040310474865449,False,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,math,gpqa,Math – GPQA,982,498,484,0.7575550134421986,0.9052905838228948,0.9048881476318497,0.19698993212877816,0.12418370940066589,0.2584795673313557,0.000999000999000999,0.003230206405057196,-0.008721221871015586,0.015603007105636243,0.2827172827172827,gpqa|math,0.0012030979772915257,0.42407592407592404,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,math,planning,Math – Planning,956,498,458,0.8675444134617071,0.8718060012977675,0.8599551042598341,0.08538451366754823,0.0230485878312589,0.1384872974312632,0.001998001998001998,0.011559400297898561,-0.004697487058093679,0.028448696425042334,0.08191808191808192,math|planning,0.002355539197644461,0.17989853283970933,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,math,moral,Math – Moral,998,498,500,0.8565763052208836,0.9948032128514056,0.994578313253012,0.5076548192415322,0.464047358567334,0.5469161044021433,0.000999000999000999,0.02318971544548123,0.005886451400211467,0.04173392759574646,0.01098901098901099,math|moral,0.0012030979772915257,0.04057480980557904,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,math,idea,Math – Idea,991,498,493,0.8873750580414966,0.9718997694632485,0.9750319737367319,0.2792532129884489,0.2376887366181596,0.3191865294857157,0.000999000999000999,0.02807324567657009,0.008102968552441771,0.047290914347802575,0.004995004995004995,idea|math,0.0012030979772915257,0.022377622377622378,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,math,safety,Math – Safety,810,498,312,0.9017930697147565,0.9838263309648851,0.9835624549479971,0.3349161489023395,0.2857061767161767,0.383151762407103,0.000999000999000999,0.002791151464435653,-0.008085504587965326,0.014289241552017837,0.33166833166833165,math|safety,0.0012030979772915257,0.48242666424484604,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,math,security,Math – Security,896,498,398,0.8472836067889649,0.939612722245767,0.9398599422816896,0.26865199796463823,0.2053768869297091,0.3239643559286457,0.000999000999000999,0.008743089595812725,-0.007485515150919438,0.025657980865759156,0.15384615384615385,math|security,0.0012030979772915257,0.27941787941787943,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,code,gpqa,Code – GPQA,638,154,484,0.8402516904583021,0.9251905119673715,0.9306107116024471,0.1801998719591057,0.10682081007996284,0.24196517603733556,0.000999000999000999,0.015005579819783704,-0.005616552899881018,0.03826144958977979,0.08191808191808192,code|gpqa,0.0012030979772915257,0.17989853283970933,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,code,planning,Code – Planning,612,154,458,0.880536494073612,0.9383825781205694,0.9507882946747576,0.15814508832219518,0.09689588645657304,0.21853377458888687,0.000999000999000999,0.030440362052282878,0.0029230852993732998,0.058518993679620886,0.015984015984015984,code|planning,0.0012030979772915257,0.05536731309927186,True,False
