gen_model,model_label,signature_family,domain_a,domain_b,domain_pair,n,n_domain_a,n_domain_b,length_auroc,amount_auroc,full_auroc,amount_gain_bits,amount_gain_ci_low,amount_gain_ci_high,amount_p_value,timing_gain_bits,timing_gain_ci_low,timing_gain_ci_high,timing_p_value,class_order,amount_q_value,timing_q_value,amount_supported,timing_supported
reasoner,DeepSeek-R1 Distill 8B,cognitive,code,moral,Code – Moral,654,154,500,0.9872467532467533,0.9999480519480519,0.999974025974026,0.07356583567416707,0.04228221008688046,0.11200299866391002,0.000999000999000999,0.003628109169530485,0.0005541997025247494,0.007234944058726078,0.008991008991008992,code|moral,0.0012030979772915257,0.03554092965857672,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,code,idea,Code – Idea,647,154,493,0.9786623113195121,0.996641289744738,0.9969705750638813,0.09505655362103779,0.05965833472576119,0.1389436641429539,0.000999000999000999,0.0032431408384510675,-0.009466084114746955,0.01679351064455893,0.3226773226773227,code|idea,0.0012030979772915257,0.4713894800851323,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,code,safety,Code – Safety,466,154,312,0.986013986013986,0.9969821844821845,0.9996253746253746,0.09376796344816028,0.05037829125948264,0.14654665632220062,0.000999000999000999,0.025935027782703627,0.003972833278891454,0.058192416568249354,0.004995004995004995,code|safety,0.0012030979772915257,0.022377622377622378,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,code,security,Code – Security,552,154,398,0.9175259413952881,0.9703550218625595,0.9752985707759577,0.17568239864163016,0.12487336254359137,0.23199030507822474,0.000999000999000999,0.0246857796790747,0.003692835257318945,0.04553367123002841,0.005994005994005994,code|security,0.0012030979772915257,0.025820333512641208,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,gpqa,planning,GPQA – Planning,942,484,458,0.7135768161969035,0.8529719585694179,0.8524982857555307,0.24744466575758847,0.16034839674595502,0.31573915361668514,0.000999000999000999,0.00048239768027621993,-0.01114812002630673,0.013660472512954762,0.46153846153846156,gpqa|planning,0.0012030979772915257,0.6094611271081859,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,gpqa,moral,GPQA – Moral,984,484,500,0.8967954545454545,0.9799834710743802,0.9800826446280991,0.2643030969581292,0.19896727732885192,0.32426596596699647,0.000999000999000999,0.030728667362831235,0.0038326691177227624,0.06227179221034695,0.023976023976023976,gpqa|moral,0.0012030979772915257,0.07323585505403687,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,gpqa,idea,GPQA – Idea,977,484,493,0.8528783129096609,0.9495750423281311,0.9563559251001627,0.16553192009429232,0.06112387535485204,0.24541115411305198,0.000999000999000999,0.04771701428930516,0.01721886805956065,0.0780920702964874,0.001998001998001998,gpqa|idea,0.0012030979772915257,0.011188811188811189,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,gpqa,safety,GPQA – Safety,796,484,312,0.8919990993854631,0.9673990781945327,0.9683394257257893,0.18361971755972864,0.10289082756536391,0.24820863838056947,0.000999000999000999,0.012641966807889241,-0.006673880787107228,0.031159233914441534,0.1088911088911089,gpqa|safety,0.0012030979772915257,0.22309397919154017,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,gpqa,security,GPQA – Security,882,484,398,0.7532912496366129,0.7988496200008306,0.7974427924747706,0.06918730079081906,0.03908622164896322,0.09819640887946034,0.000999000999000999,-0.0033996861090279103,-0.01653352166906068,0.009573322163219915,0.6993006993006993,gpqa|security,0.0012030979772915257,0.7911280638553365,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,planning,moral,Planning – Moral,958,458,500,0.9198209606986899,0.9893318777292577,0.9921091703056768,0.4060970670229165,0.3491025002324744,0.4666024684390026,0.000999000999000999,0.012861150242657568,-0.0005270578988702621,0.02686683091391175,0.03596403596403597,moral|planning,0.0012030979772915257,0.09824322019443972,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,planning,idea,Planning – Idea,951,458,493,0.8547747061480819,0.9747956101579316,0.9794812971115264,0.40318789064241384,0.32190263390960566,0.46890275987031727,0.000999000999000999,0.04184310757899182,0.02094942538054648,0.06396372522129325,0.000999000999000999,idea|planning,0.0012030979772915257,0.006850292564578279,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,planning,safety,Planning – Safety,770,458,312,0.9156729369611466,0.9829736311723212,0.9863187213078043,0.35467091876652157,0.2954176786652137,0.41492292338231707,0.000999000999000999,0.017489527755164817,-0.00156236680255011,0.03558944966824421,0.03396603396603397,planning|safety,0.0012030979772915257,0.09671684247955435,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,planning,security,Planning – Security,856,458,398,0.7065293717495775,0.8894801518509579,0.8939402251431832,0.29531319891012087,0.22654508154743833,0.3620326807899654,0.000999000999000999,0.013012956318011512,-0.0016742112855147922,0.02891280683691642,0.05094905094905095,planning|security,0.0012030979772915257,0.12495533663416876,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,moral,idea,Moral – Idea,993,500,493,0.6884077079107505,0.965261663286004,0.9767667342799189,0.5998162295919148,0.5462115820587954,0.6474849229223673,0.000999000999000999,0.06022063886667369,0.03797123510853974,0.08351681350181256,0.000999000999000999,idea|moral,0.0012030979772915257,0.006850292564578279,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,moral,safety,Moral – Safety,812,500,312,0.6843910256410256,0.7582371794871795,0.8151474358974359,0.09912156719783702,0.06128526315078174,0.13318848878906292,0.000999000999000999,0.08458434275639698,0.04972191527502922,0.118995638545327,0.000999000999000999,moral|safety,0.0012030979772915257,0.006850292564578279,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,moral,security,Moral – Security,898,500,398,0.8509396984924623,0.9613718592964824,0.964286432160804,0.38816759536951084,0.32415785329128355,0.45401705851441704,0.000999000999000999,0.02631267395175185,0.004432126782582759,0.04676175069389234,0.006993006993006993,moral|security,0.0012030979772915257,0.02937062937062937,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,idea,safety,Idea – Safety,805,493,312,0.5898248556717116,0.8879570395797576,0.894815883913247,0.3424845554301056,0.2817169111258517,0.3978352550392463,0.000999000999000999,0.01936429768357413,-0.0038282199158587607,0.041769940160237135,0.06693306693306693,idea|safety,0.0012030979772915257,0.15298986727558153,True,False
reasoner,DeepSeek-R1 Distill 8B,cognitive,idea,security,Idea – Security,891,493,398,0.7162383927752352,0.9334960808097281,0.951726176521553,0.43270638306974596,0.3718766806569879,0.4946074965840917,0.000999000999000999,0.07252248532520426,0.04279892081685576,0.10036267340612022,0.000999000999000999,idea|security,0.0012030979772915257,0.006850292564578279,True,True
reasoner,DeepSeek-R1 Distill 8B,cognitive,safety,security,Safety – Security,710,312,398,0.7425428424172142,0.9119314521324572,0.9159096765880685,0.32035193300143755,0.26098362598071445,0.38070257150650394,0.000999000999000999,0.009350944585625534,-0.01705023438222866,0.03584623694109114,0.23776223776223776,safety|security,0.0012030979772915257,0.37861664401948764,True,False
gemma4_e4b,Gemma 4 E4B,conversational,math,code,Math – Code,660,485,175,0.9702385861561119,0.9771782032400589,0.9767540500736377,0.039887591033366775,0.016943791313788873,0.06230459190894902,0.000999000999000999,0.002195083236920091,-0.012377975969356164,0.01685970562468584,0.3956043956043956,code|math,0.0012030979772915257,0.5511525511525511,True,False
gemma4_e4b,Gemma 4 E4B,conversational,math,gpqa,Math – GPQA,985,485,500,0.7069690721649484,0.8013896907216495,0.7963546391752577,0.11181255343345847,0.07203169888274194,0.15005400821444811,0.000999000999000999,-0.002088629097050923,-0.01533774924144186,0.013032590628610247,0.6333666333666333,gpqa|math,0.0012030979772915257,0.7412587412587412,True,False
gemma4_e4b,Gemma 4 E4B,conversational,math,planning,Math – Planning,985,485,500,0.8214144329896907,0.8469896907216495,0.864098969072165,0.0447468728614585,0.01751196725079628,0.06811461540089327,0.000999000999000999,0.02821723740028531,0.005006988604057447,0.05219336620366331,0.012987012987012988,math|planning,0.0012030979772915257,0.04692082111436951,True,True
gemma4_e4b,Gemma 4 E4B,conversational,math,moral,Math – Moral,985,485,500,0.8140082474226804,0.9176577319587629,0.9264329896907216,0.2284484563952944,0.17977560468524398,0.27324047626241493,0.000999000999000999,0.03160188747707215,0.00890900667473374,0.05592848300577821,0.004995004995004995,math|moral,0.0012030979772915257,0.022377622377622378,True,True
gemma4_e4b,Gemma 4 E4B,conversational,math,idea,Math – Idea,985,485,500,0.7033958762886598,0.9726845360824742,0.9820371134020619,0.6236308249514937,0.5599515617911599,0.6848964963104883,0.000999000999000999,0.059476937651731177,0.03255693197985751,0.08477556204799824,0.000999000999000999,idea|math,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,conversational,math,safety,Math – Safety,542,485,57,0.9040694519804666,0.9220473865075058,0.9390486525592331,0.04864469176275351,0.01264166074865261,0.08454557541409508,0.005994005994005994,0.026677723135735285,-0.0030527214615865004,0.05451509920047855,0.03896103896103896,math|safety,0.006944779358572462,0.10389610389610389,True,False
gemma4_e4b,Gemma 4 E4B,conversational,math,security,Math – Security,985,485,500,0.7246350515463917,0.803901030927835,0.8292329896907217,0.09493192998685325,0.05924526142343371,0.12822107754284037,0.000999000999000999,0.04465231814554879,0.015050471376929326,0.0714177195693298,0.001998001998001998,math|security,0.0012030979772915257,0.011188811188811189,True,True
gemma4_e4b,Gemma 4 E4B,conversational,code,gpqa,Code – GPQA,675,175,500,0.9847771428571429,0.9924457142857143,0.9926857142857143,0.07205450173918386,0.049051853032593795,0.09288966007839444,0.000999000999000999,0.006495054154904707,-0.006641024318652822,0.01972885284925157,0.17282717282717283,code|gpqa,0.0012030979772915257,0.3040310474865449,True,False
gemma4_e4b,Gemma 4 E4B,conversational,code,planning,Code – Planning,675,175,500,0.9144228571428571,0.9518971428571429,0.9567885714285714,0.09582345752284951,0.06264738623345258,0.12641936383399094,0.000999000999000999,0.022011471615249575,-0.002272962078799986,0.045612401444547875,0.04595404595404595,code|planning,0.0012030979772915257,0.11877353415814954,True,False
gemma4_e4b,Gemma 4 E4B,conversational,code,moral,Code – Moral,675,175,500,0.9973028571428572,0.9988457142857143,0.9988914285714285,0.027040360573764233,0.015353083320411076,0.03792540837760272,0.000999000999000999,-0.0026926196669259904,-0.0060918196410610515,0.0005333017497559814,0.9530469530469531,code|moral,0.0012030979772915257,0.97731536755927,True,False
gemma4_e4b,Gemma 4 E4B,conversational,code,idea,Code – Idea,675,175,500,0.9909942857142857,0.9998628571428572,0.9999657142857142,0.08420105764299386,0.05580875081924529,0.12181419340924134,0.000999000999000999,0.007573501573325303,0.0026060231896300797,0.013022640965821551,0.001998001998001998,code|idea,0.0012030979772915257,0.011188811188811189,True,True
gemma4_e4b,Gemma 4 E4B,conversational,code,safety,Code – Safety,232,175,57,0.9950877192982456,0.997593984962406,0.9966917293233083,0.03567435612006013,-0.005938666776334537,0.0733691413346188,0.03296703296703297,-0.009793695386059412,-0.022215609038724653,0.0013123143240866989,0.942057942057942,code|safety,0.03704656547465912,0.974975793437332,False,False
gemma4_e4b,Gemma 4 E4B,conversational,code,security,Code – Security,675,175,500,0.9426742857142857,0.96144,0.9690971428571429,0.07870512235810338,0.044483955171735756,0.11106898847577418,0.000999000999000999,0.042643930497278645,0.00902236869016647,0.07421882011956578,0.003996003996003996,code|security,0.0012030979772915257,0.01945880206749772,True,True
gemma4_e4b,Gemma 4 E4B,conversational,gpqa,planning,GPQA – Planning,1000,500,500,0.872676,0.92288,0.926992,0.13054426859536056,0.08238537589144904,0.17233300190746104,0.000999000999000999,0.016469432860259762,-0.0015859048248839597,0.034126756876853466,0.03496503496503497,gpqa|planning,0.0012030979772915257,0.09709298965497312,True,False
gemma4_e4b,Gemma 4 E4B,conversational,gpqa,moral,GPQA – Moral,1000,500,500,0.894388,0.94458,0.950808,0.138226205803207,0.1031685459133777,0.17452535002114694,0.000999000999000999,0.021371599984002447,-0.0008188040916092108,0.041825787241092885,0.027972027972027972,gpqa|moral,0.0012030979772915257,0.08467208467208467,True,False
gemma4_e4b,Gemma 4 E4B,conversational,gpqa,idea,GPQA – Idea,1000,500,500,0.933168,0.988136,0.993008,0.2274951087961441,0.17937898463553276,0.27728822397966585,0.000999000999000999,0.04606073230147523,0.019608356838055636,0.06976758493620384,0.000999000999000999,gpqa|idea,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,conversational,gpqa,safety,GPQA – Safety,557,500,57,0.984280701754386,0.9881052631578947,0.993719298245614,0.0016446057187593183,-0.014107064568300978,0.014760281345701416,0.45354645354645357,0.01682578902979348,-0.0034998553414555254,0.04039631081111041,0.0939060939060939,gpqa|safety,0.46602938346057615,0.20225927918235612,False,False
gemma4_e4b,Gemma 4 E4B,conversational,gpqa,security,GPQA – Security,1000,500,500,0.7267,0.719536,0.738892,0.005765997777762164,-0.006823040189329326,0.018755647692321277,0.17782217782217782,0.025509057512932504,0.0017742447411024545,0.049208515275617225,0.02197802197802198,gpqa|security,0.18967698967698968,0.06966618287373005,False,False
gemma4_e4b,Gemma 4 E4B,conversational,planning,moral,Planning – Moral,1000,500,500,0.98555,0.989736,0.989784,0.03278461426366924,0.011136294486514455,0.05386155288745215,0.001998001998001998,0.0045837256457246945,-0.006710882796755129,0.016449698156754424,0.23076923076923078,moral|planning,0.002355539197644461,0.3727810650887574,True,False
gemma4_e4b,Gemma 4 E4B,conversational,planning,idea,Planning – Idea,1000,500,500,0.970918,0.992648,0.996264,0.1202347709767881,0.05640434006123462,0.17009125588352764,0.000999000999000999,0.04789399177278702,0.03077595616123287,0.06718006308590917,0.000999000999000999,idea|planning,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,conversational,planning,safety,Planning – Safety,557,500,57,0.9954035087719298,0.9951929824561403,0.9972280701754386,-0.016466670552265354,-0.05798907552227398,0.010289864616628078,0.7212787212787213,0.012188004441028166,-0.008001805477351872,0.0415882420019642,0.23076923076923078,planning|safety,0.7255977555378753,0.3727810650887574,False,False
gemma4_e4b,Gemma 4 E4B,conversational,planning,security,Planning – Security,1000,500,500,0.655716,0.835256,0.827896,0.19685405894690433,0.14551255239225497,0.24256423457820803,0.000999000999000999,-0.011653508980284452,-0.025471177214744498,2.180123695168477e-05,0.962037962037962,planning|security,0.0012030979772915257,0.9805467260012715,True,False
gemma4_e4b,Gemma 4 E4B,conversational,moral,idea,Moral – Idea,1000,500,500,0.989496,0.99836,0.998672,0.09609360100433943,0.07327207420328119,0.12203749122832919,0.000999000999000999,0.01431881989169041,5.673829950621498e-05,0.026491773372835932,0.00999000999000999,idea|moral,0.0012030979772915257,0.03771509389486918,True,True
gemma4_e4b,Gemma 4 E4B,conversational,moral,safety,Moral – Safety,557,500,57,0.9458245614035088,0.9756842105263158,0.9851578947368421,0.01420779084310488,-0.0032020074627379046,0.0336891720859038,0.055944055944055944,-0.013615148891810923,-0.03614642132863674,0.0051196318403436605,0.8841158841158842,moral|safety,0.06163017310558294,0.9254297104764395,False,False
gemma4_e4b,Gemma 4 E4B,conversational,moral,security,Moral – Security,1000,500,500,0.938764,0.964492,0.9707,0.12111132771636808,0.09224114594806687,0.1482829250145842,0.000999000999000999,0.04056494166666076,0.016795423972328333,0.06434233874685345,0.000999000999000999,moral|security,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,conversational,idea,safety,Idea – Safety,557,500,57,0.9516491228070175,0.9644561403508772,0.9887719298245614,0.001961257442004258,-0.013821021090143578,0.017639980889224412,0.39760239760239763,0.02419260677529894,0.0016777901713055797,0.05604262791673808,0.03196803196803197,idea|safety,0.411059709521248,0.0925970581142995,False,False
gemma4_e4b,Gemma 4 E4B,conversational,idea,security,Idea – Security,1000,500,500,0.789526,0.968532,0.985172,0.42321131740909385,0.36236448018910283,0.4801547425239633,0.000999000999000999,0.11109757162368843,0.07316780787918656,0.15384551305297356,0.000999000999000999,idea|security,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,conversational,safety,security,Safety – Security,557,57,500,0.9614736842105264,0.9553684210526315,0.9836842105263158,-0.014125837516353061,-0.02270122639241972,-0.00740073428013601,1.0,0.057247881133334844,0.023799137032060845,0.09694267703410084,0.000999000999000999,safety|security,1.0,0.006850292564578279,False,True
gemma4_e4b,Gemma 4 E4B,cognitive,math,code,Math – Code,660,485,175,0.9702385861561119,0.9777555228276877,0.9772606774668631,0.04604359998834704,0.022461048886838194,0.069409315138739,0.000999000999000999,-0.0012528326707536375,-0.014493789768627105,0.011951864384518727,0.5564435564435565,code|math,0.0012030979772915257,0.6848536079305311,True,False
gemma4_e4b,Gemma 4 E4B,cognitive,math,gpqa,Math – GPQA,985,485,500,0.7069690721649484,0.7159711340206185,0.7496494845360825,0.04553639987999723,0.023024849056382253,0.06632033220960516,0.000999000999000999,0.02534064176264971,0.00545998148176757,0.04546511195153738,0.01098901098901099,gpqa|math,0.0012030979772915257,0.04057480980557904,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,math,planning,Math – Planning,985,485,500,0.8214144329896907,0.8979752577319587,0.9132659793814433,0.17051373210058188,0.1287824913525397,0.21325433251945136,0.000999000999000999,0.042582980284688515,0.018830575114961785,0.06674408692332981,0.000999000999000999,math|planning,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,math,moral,Math – Moral,985,485,500,0.8140082474226804,0.8480824742268042,0.8954515463917526,0.06706693965735509,0.04308033692204708,0.09044422563772858,0.000999000999000999,0.10827049510928005,0.07223277322833596,0.14404747383788674,0.000999000999000999,math|moral,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,math,idea,Math – Idea,985,485,500,0.7033958762886598,0.7299546391752577,0.8413072164948454,0.044805696868593634,0.0218374332358825,0.06766623191338063,0.000999000999000999,0.16353696950679444,0.1190757990584098,0.20851528122699167,0.000999000999000999,idea|math,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,math,safety,Math – Safety,542,485,57,0.9040694519804666,0.9439681678422861,0.9501175619461024,0.09973420240127429,0.06276453474802245,0.13735325974291332,0.000999000999000999,0.01133611916625043,-0.01025142425698127,0.029568223316113834,0.13086913086913088,math|safety,0.0012030979772915257,0.2512687312687313,True,False
gemma4_e4b,Gemma 4 E4B,cognitive,math,security,Math – Security,985,485,500,0.7246350515463917,0.7987546391752577,0.8507381443298969,0.11649601182652554,0.07952190659464435,0.15152668402694056,0.000999000999000999,0.08226845864792068,0.05086494524788218,0.11300764859238446,0.000999000999000999,math|security,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,code,gpqa,Code – GPQA,675,175,500,0.9847771428571429,0.9876228571428571,0.98688,0.05097754558182244,0.024762868887476815,0.07456947813389034,0.000999000999000999,-0.0034150098423306884,-0.014109741949996523,0.00649972746952952,0.7292707292707292,code|gpqa,0.0012030979772915257,0.8222649833388088,True,False
gemma4_e4b,Gemma 4 E4B,cognitive,code,planning,Code – Planning,675,175,500,0.9144228571428571,0.9789142857142857,0.9773028571428571,0.2247941113257707,0.1733770638966352,0.27684808964832225,0.000999000999000999,-0.003848375466831984,-0.021781461064562357,0.013033778841753966,0.6643356643356644,code|planning,0.0012030979772915257,0.7618320246306595,True,False
gemma4_e4b,Gemma 4 E4B,cognitive,code,moral,Code – Moral,675,175,500,0.9973028571428572,0.9935657142857143,0.9931542857142858,0.006077064161951764,-0.023479460118855357,0.02644726799657206,0.41058941058941056,-0.003456621718612885,-0.012819917734299571,0.00591013099718306,0.7472527472527473,code|moral,0.42318417778540474,0.8341426015844621,False,False
gemma4_e4b,Gemma 4 E4B,cognitive,code,idea,Code – Idea,675,175,500,0.9909942857142857,0.9889257142857143,0.9888,0.011587840621091004,-0.041444474608411,0.04666925964751868,0.35564435564435565,-0.0009317953507352977,-0.009841978456902751,0.00865076478544903,0.5834165834165834,code|idea,0.3688163688163688,0.7009809978007858,False,False
gemma4_e4b,Gemma 4 E4B,cognitive,code,safety,Code – Safety,232,175,57,0.9950877192982456,0.9950877192982456,0.9926817042606516,0.00952037585071874,-0.0315251599612656,0.040160029267100536,0.35264735264735264,-0.004186060746867932,-0.03962057906789065,0.02327925419080289,0.6043956043956044,code|safety,0.36684058975080647,0.7150595882990248,False,False
gemma4_e4b,Gemma 4 E4B,cognitive,code,security,Code – Security,675,175,500,0.9426742857142857,0.9745714285714285,0.9694514285714285,0.13901049057223408,0.09043111162206839,0.1800824919932795,0.000999000999000999,0.0022340379256176844,-0.026042795129199523,0.02966981148938063,0.41858141858141856,code|security,0.0012030979772915257,0.568463794270246,True,False
gemma4_e4b,Gemma 4 E4B,cognitive,gpqa,planning,GPQA – Planning,1000,500,500,0.872676,0.934796,0.939516,0.17915935766226032,0.1367222938670659,0.222428978426798,0.000999000999000999,0.01621350441541779,0.0010925931818867197,0.0311930868078978,0.016983016983016984,gpqa|planning,0.0012030979772915257,0.0576393303666031,True,False
gemma4_e4b,Gemma 4 E4B,cognitive,gpqa,moral,GPQA – Moral,1000,500,500,0.894388,0.926044,0.946612,0.06907908874663389,0.03794790820591723,0.09644427267248662,0.000999000999000999,0.07254100575126213,0.046942589829580855,0.09708934527966939,0.000999000999000999,gpqa|moral,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,gpqa,idea,GPQA – Idea,1000,500,500,0.933168,0.959772,0.978688,0.05989529659659203,0.032499045233562084,0.08876356455273986,0.000999000999000999,0.11696695443035934,0.07764699443146825,0.15763905991352722,0.000999000999000999,gpqa|idea,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,gpqa,safety,GPQA – Safety,557,500,57,0.984280701754386,0.9877894736842106,0.9836491228070176,0.005298898549542423,-0.010207101411461196,0.019771783831367056,0.25874125874125875,0.003047804515054537,-0.019732213881407463,0.022154532603116162,0.37962037962037964,gpqa|safety,0.27252997785913147,0.5404764726798625,False,False
gemma4_e4b,Gemma 4 E4B,cognitive,gpqa,security,GPQA – Security,1000,500,500,0.7267,0.749596,0.7613,0.042224761643045054,0.018720426973549358,0.06305860726913667,0.000999000999000999,0.018114693377908785,-0.00399467216951586,0.0393389153646824,0.04895104895104895,gpqa|security,0.0012030979772915257,0.12366580787633419,True,False
gemma4_e4b,Gemma 4 E4B,cognitive,planning,moral,Planning – Moral,1000,500,500,0.98555,0.992912,0.995076,0.0717548831391666,0.0545261712548952,0.0912290792573664,0.000999000999000999,0.021489414495865878,0.00855317230543521,0.03430456088939764,0.000999000999000999,moral|planning,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,planning,idea,Planning – Idea,1000,500,500,0.970918,0.99406,0.996132,0.12987230664826094,0.10057602880519037,0.15978076925559992,0.000999000999000999,0.027451027716065366,0.013369491086992383,0.043067192366031466,0.000999000999000999,idea|planning,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,planning,safety,Planning – Safety,557,500,57,0.9954035087719298,0.9992280701754386,0.9989122807017544,0.02880265587778871,0.01453562111988508,0.04523822999303385,0.000999000999000999,-0.0007378508784900102,-0.007156516806405026,0.004549853933854458,0.5724275724275725,planning|safety,0.0012030979772915257,0.6968683490422621,True,False
gemma4_e4b,Gemma 4 E4B,cognitive,planning,security,Planning – Security,1000,500,500,0.655716,0.914268,0.924412,0.400416354878036,0.3490541826739777,0.4490869763102666,0.000999000999000999,0.0300918662724134,0.0067198544356017065,0.05119625364630921,0.001998001998001998,planning|security,0.0012030979772915257,0.011188811188811189,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,moral,idea,Moral – Idea,1000,500,500,0.989496,0.993768,0.999112,0.042292909048447604,0.020158426958272125,0.06338533828754071,0.000999000999000999,0.07461788616311081,0.052439264038998644,0.10019327077213652,0.000999000999000999,idea|moral,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,moral,safety,Moral – Safety,557,500,57,0.9458245614035088,0.9564912280701754,0.9642456140350877,0.00225313679892263,-0.007005060188319445,0.010368895076905634,0.2907092907092907,-0.0006752398974776443,-0.014398078108215624,0.009461093475062103,0.5374625374625375,moral|safety,0.30429383700411733,0.6688422688422688,False,False
gemma4_e4b,Gemma 4 E4B,cognitive,moral,security,Moral – Security,1000,500,500,0.938764,0.965848,0.974716,0.12955108129127954,0.09590429906242424,0.1651833794327182,0.000999000999000999,0.055188181591354434,0.02591611592940168,0.08163079201739183,0.000999000999000999,moral|security,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,idea,safety,Idea – Safety,557,500,57,0.9516491228070175,0.9509824561403509,0.9776491228070175,-0.002762073351510342,-0.01701269962906138,0.009483659013105258,0.6643356643356644,0.015859236538258287,-0.005756414346757988,0.03747380989026783,0.0959040959040959,idea|safety,0.6703206703206703,0.20394795078339384,False,False
gemma4_e4b,Gemma 4 E4B,cognitive,idea,security,Idea – Security,1000,500,500,0.789526,0.902976,0.956748,0.1858626331815998,0.14598883332518092,0.2255078567692645,0.000999000999000999,0.2083103682578579,0.16577556034778806,0.2564938998750035,0.000999000999000999,idea|security,0.0012030979772915257,0.006850292564578279,True,True
gemma4_e4b,Gemma 4 E4B,cognitive,safety,security,Safety – Security,557,57,500,0.9614736842105264,0.9740350877192983,0.9790175438596491,0.027837116811275736,0.004569677988201083,0.053836955643224854,0.01898101898101898,0.0064929682847526225,-0.0064478886908213105,0.01910515706495226,0.15884115884115885,safety|security,0.0216190589071945,0.2854044351370555,True,False
gemma4_31b,Gemma 4 31B,conversational,math,code,Math – Code,674,499,175,0.9216604637847123,0.9292184368737475,0.9290008588605783,0.033940181358544014,0.00743946205020435,0.05886983103940056,0.00999000999000999,-0.0017298205041720008,-0.018515114666492884,0.014457515205900804,0.5774225774225774,code|math,0.011495353961107386,0.6978920360215324,True,False
gemma4_31b,Gemma 4 31B,conversational,math,gpqa,Math – GPQA,999,499,500,0.8816833667334669,0.9024769539078157,0.900693386773547,0.07059828508680582,0.03753828026873814,0.10292811012948766,0.000999000999000999,0.001081835000413861,-0.014157750633403668,0.017586675617148263,0.4195804195804196,gpqa|math,0.0012030979772915257,0.568463794270246,True,False
gemma4_31b,Gemma 4 31B,conversational,math,planning,Math – Planning,999,499,500,0.8946973947895791,0.914689378757515,0.9275751503006012,0.059727796173608516,0.03249943190637394,0.08477993779493477,0.000999000999000999,0.0423372384599757,0.021635686061257476,0.06278120354791038,0.000999000999000999,math|planning,0.0012030979772915257,0.006850292564578279,True,True
gemma4_31b,Gemma 4 31B,conversational,math,moral,Math – Moral,999,499,500,0.7303647294589178,0.9787174348697395,0.9854789579158316,0.6238477371040682,0.5611429402909951,0.6778185775595472,0.000999000999000999,0.055591704650375384,0.03352737842981209,0.07750833528279265,0.000999000999000999,math|moral,0.0012030979772915257,0.006850292564578279,True,True
gemma4_31b,Gemma 4 31B,conversational,math,idea,Math – Idea,999,499,500,0.912062124248497,0.9956152304609218,0.9977635270541082,0.43137069027959984,0.3810978570628245,0.48315734649105324,0.000999000999000999,0.024872245236349688,0.004670440175274252,0.044543821463710644,0.002997002997002997,idea|math,0.0012030979772915257,0.015734265734265736,True,True
gemma4_31b,Gemma 4 31B,conversational,math,safety,Math – Safety,812,499,313,0.9577365593807423,0.9751515811175065,0.9765281361444934,0.07394112893198025,0.03164874912444919,0.11126802826831708,0.000999000999000999,0.012861307644890041,-0.006084395793583333,0.03294425719609875,0.10789210789210789,math|safety,0.0012030979772915257,0.222403363507658,True,False
