replicate,family_separation
622,-0.01100119749151647
623,-0.012358084527966814
624,0.0026630542496871024
625,-0.029869354062809803
626,-0.018112214310944945
627,-0.04347015482181998
628,-0.05333961425483888
629,-0.025626980498365676
630,-0.03407877827883968
631,-0.0007370237522820455
632,-0.01744148239020258
633,-0.012671503158786797
634,-0.027124815864191736
635,-0.043055402057888804
636,-0.03923720734908849
637,-0.021112267971120174
638,-0.029929820045487346
639,-0.016696668804259684
640,0.02079678207765745
641,-0.022366123317827898
642,0.015357900199215728
643,-0.003955945476401518
644,-0.022944765983419595
645,-0.015027215844178314
646,-0.05157636895416393
647,-0.012543517646797835
648,-0.0014089982230486991
649,-0.04578399873716915
650,-0.029509050598073065
651,-0.046032606105054615
652,-0.031042596589114672
653,-0.006722595271367787
654,-0.006942831353667418
655,-0.004814715999556414
656,-0.011001929744046499
657,-0.04075315859709769
658,-0.026074717502116818
659,-0.0351871697054802
660,0.011736638262735494
661,-0.022915791158887415
662,-0.02869435685204
663,-0.03927390893465691
664,-0.02949752914887308
665,-0.033269278456191986
666,0.002786730678027885
667,-0.0063717899290440735
668,-0.009183982383846094
669,-0.013125826839426445
670,-0.021268580514010333
671,-0.015319478355030353
672,0.01923361563151388
673,-0.024849913697306047
674,-0.03382722949111812
675,-0.058716372400523735
676,-0.03377681201427175
677,-0.012139164933305684
678,-0.03764077868987942
679,-0.009509461203600654
680,-0.02209516753798082
681,-0.0001526331599852014
682,0.006998830695185421
683,0.019699048361295657
684,-0.018003827768451795
685,-0.02481507556250879
686,-0.034903526518855754
687,-0.023655352988227296
688,-0.03975611879917689
689,0.008822265756970225
690,-0.038739243359128046
691,0.008997074787856066
692,0.0004468378997703748
693,-0.016746326496876122
694,-0.03412073624297487
695,-0.036944481293817666
696,-0.021754534719336784
697,-0.053340100701977804
698,-0.02390307069533431
699,0.013179665497080793
700,0.0012240459454324892
701,-0.04204319262940101
702,-0.029828154591630435
703,0.0014438940178075135
704,-0.022719609689316696
705,-0.03425297287736138
706,-0.013490317838772102
707,-0.005938790288133246
708,0.0016816177287579392
709,-0.04207156334250392
710,-0.04552856528463897
711,-0.015238540104138242
712,-0.03752988714942691
713,-0.04445175671221169
714,-0.003177835791511277
715,0.013212699061519825
716,-0.024294276458396442
717,-0.038780990639019776
718,0.012715848707871742
719,-0.015396090293119363
720,-0.023319679552326958
721,-0.03312122150760181
722,-0.03357512443084175
