gen_model,model_label,task_type,domain,signature_family,layer,behavior,behavior_label,n_domain,shapley_gain,shapley_ci_low,shapley_ci_high,shapley_p_value,shapley_unit,direction_effect,direction_ci_low,direction_ci_high,direction_unit,shapley_q_value,supported
gemma4_e4b,Gemma 4 E4B,code,Code,cognitive,timing,subgoal,Subgoal setting,175,-0.02008346254597555,-0.07299908816387461,0.03555339072677999,0.7602397602397603,bits per held-out trace,0.1016818757363463,0.0756065597540976,0.12891459116132237,conditional timing centroid difference: positive means later,0.8223438533297688,False
gemma4_e4b,Gemma 4 E4B,code,Code,cognitive,timing,backward_chaining,Backward chaining,175,0.015036478441936547,-0.021352133907762423,0.05040894887243313,0.22477522477522477,bits per held-out trace,-0.2564195066154621,-0.3670847667591308,-0.1459836856869005,conditional timing centroid difference: positive means later,0.36419276925606037,False
gemma4_e4b,Gemma 4 E4B,gpqa,GPQA,cognitive,amount,verification,Verification,500,0.036419382882556944,0.01750226271220742,0.05269404000992519,0.000999000999000999,bits per held-out trace,-0.05899258489520014,-0.13289722373790835,0.01595553939550862,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,gpqa,GPQA,cognitive,amount,backtracking,Backtracking,500,0.035127337074493066,0.01644709370177604,0.05505087726935783,0.000999000999000999,bits per held-out trace,0.3555733102914986,0.2438031435154277,0.4659159596292317,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,gpqa,GPQA,cognitive,amount,subgoal,Subgoal setting,500,0.03374516874197623,-0.001281016737453603,0.06893368340726366,0.04995004995004995,bits per held-out trace,-0.37194738223142726,-0.43887163825279313,-0.30600624618147526,standardized rate difference: domain minus other domains,0.06147698455390763,False
gemma4_e4b,Gemma 4 E4B,gpqa,GPQA,cognitive,amount,backward_chaining,Backward chaining,500,-0.00967867007405227,-0.026361860324265136,0.006839032690692569,0.8461538461538461,bits per held-out trace,0.32300343664132575,0.20519328102531692,0.4469973088597059,standardized rate difference: domain minus other domains,0.8573168256545565,False
gemma4_e4b,Gemma 4 E4B,gpqa,GPQA,cognitive,timing,verification,Verification,500,0.007559072562063744,-0.014483271353092072,0.02717786383294901,0.24175824175824176,bits per held-out trace,0.003546065787716546,-0.014559042101407156,0.023584556391617877,conditional timing centroid difference: positive means later,0.3804719870293641,False
gemma4_e4b,Gemma 4 E4B,gpqa,GPQA,cognitive,timing,backtracking,Backtracking,500,0.025871210258821335,-0.01000891545032573,0.06081834106111085,0.07092907092907093,bits per held-out trace,-0.14618689010870534,-0.1860251123622668,-0.10956163762004217,conditional timing centroid difference: positive means later,0.16507129234401963,False
gemma4_e4b,Gemma 4 E4B,gpqa,GPQA,cognitive,timing,subgoal,Subgoal setting,500,0.06715017909421318,0.04331030962703866,0.08911189326757281,0.000999000999000999,bits per held-out trace,-0.035923197697742715,-0.0500308494460828,-0.02220736450157642,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_e4b,Gemma 4 E4B,gpqa,GPQA,cognitive,timing,backward_chaining,Backward chaining,500,-0.001325169448304103,-0.015329556019366052,0.013800386146557642,0.5424575424575424,bits per held-out trace,0.016134756150493867,-0.04131309560716165,0.07721695403922359,conditional timing centroid difference: positive means later,0.6694961089865548,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,cognitive,amount,verification,Verification,500,0.2712114965402558,0.2009476538948531,0.3405337709651407,0.000999000999000999,bits per held-out trace,0.8895540606001077,0.7852121664856407,0.9873107506777306,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,planning,Planning,cognitive,amount,backtracking,Backtracking,500,0.09868329398464562,0.035609512852567256,0.15313937864459834,0.000999000999000999,bits per held-out trace,-0.3957161514509252,-0.45877061859480417,-0.3346151553003467,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,planning,Planning,cognitive,amount,subgoal,Subgoal setting,500,0.27678081334531235,0.21661060949251063,0.33048627201692293,0.000999000999000999,bits per held-out trace,-0.9895778916203978,-1.0391388882864108,-0.9414623281152101,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,planning,Planning,cognitive,amount,backward_chaining,Backward chaining,500,-0.00171915562591386,-0.017555651924055723,0.014756917645060067,0.5854145854145855,bits per held-out trace,0.2263846935996336,0.10004647608219958,0.3645668184888933,standardized rate difference: domain minus other domains,0.6092119262850971,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,cognitive,timing,verification,Verification,500,-0.004119071360283383,-0.014417163147287627,0.004709246534082057,0.7862137862137862,bits per held-out trace,-0.07869350208621939,-0.09250883440427797,-0.06415790544651029,conditional timing centroid difference: positive means later,0.840964049877699,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,cognitive,timing,backtracking,Backtracking,500,0.011338535874391655,-0.0071854154442317015,0.02979126816116311,0.12087912087912088,bits per held-out trace,-0.002791853421105439,-0.061781028611896945,0.05609093117600965,conditional timing centroid difference: positive means later,0.2368244000897062,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,cognitive,timing,subgoal,Subgoal setting,500,0.010221274233628262,-0.017724983633292144,0.039708096786062456,0.2597402597402597,bits per held-out trace,-0.13111794030241208,-0.14691908611635218,-0.11534382649071585,conditional timing centroid difference: positive means later,0.40056329212955716,False
gemma4_e4b,Gemma 4 E4B,planning,Planning,cognitive,timing,backward_chaining,Backward chaining,500,-0.0017104114002810089,-0.013726209754878923,0.009973463558237187,0.5914085914085914,bits per held-out trace,-0.09167492241667274,-0.1569714731263887,-0.026762801607062032,conditional timing centroid difference: positive means later,0.7009287009287009,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,cognitive,amount,verification,Verification,500,-0.010229066244768227,-0.04804799721874543,0.027993738066516546,0.6743256743256744,bits per held-out trace,0.19204229563622532,0.06517827115219382,0.31299785399186325,standardized rate difference: domain minus other domains,0.6960781154329542,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,cognitive,amount,backtracking,Backtracking,500,1.4186662059079147e-05,-0.019064871382853607,0.02033413635387253,0.4785214785214785,bits per held-out trace,0.2287221792749275,0.106989137652692,0.3539506114936877,standardized rate difference: domain minus other domains,0.511844701259743,False
gemma4_e4b,Gemma 4 E4B,moral,Moral,cognitive,amount,subgoal,Subgoal setting,500,0.05932234725075205,0.04503467892479307,0.07315448714583014,0.000999000999000999,bits per held-out trace,1.1555217431389975,1.0706522496980078,1.2413557334388685,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,moral,Moral,cognitive,amount,backward_chaining,Backward chaining,500,0.06861003160164504,0.060380586412518006,0.076957846550941,0.000999000999000999,bits per held-out trace,-0.38659271563012976,-0.42660336127719556,-0.34824325141077334,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,moral,Moral,cognitive,timing,verification,Verification,500,0.016571427237297966,0.009703028673359508,0.023379276667041093,0.000999000999000999,bits per held-out trace,0.1117317194236721,0.09687060816113298,0.12818819017736355,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_e4b,Gemma 4 E4B,moral,Moral,cognitive,timing,backtracking,Backtracking,500,0.11336744137352865,0.06511560326501988,0.15835464828057422,0.000999000999000999,bits per held-out trace,0.3437763445733022,0.31983929567827085,0.36702803350838037,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_e4b,Gemma 4 E4B,moral,Moral,cognitive,timing,subgoal,Subgoal setting,500,0.06712023935758026,0.0348338951277435,0.09541767224196938,0.000999000999000999,bits per held-out trace,-0.05004137047482787,-0.06459958335598734,-0.032953679379588194,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_e4b,Gemma 4 E4B,moral,Moral,cognitive,timing,backward_chaining,Backward chaining,500,0.0027696656709697044,0.002104288670853873,0.003499826966415975,0.000999000999000999,bits per held-out trace,,,,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_e4b,Gemma 4 E4B,idea,Idea,cognitive,amount,verification,Verification,500,0.039454370733289425,0.031612873247679016,0.047555381097333364,0.000999000999000999,bits per held-out trace,-0.1447469116899659,-0.21608083572709252,-0.06498510082615955,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,idea,Idea,cognitive,amount,backtracking,Backtracking,500,0.019688299359003517,0.004634315073786596,0.034987682249125,0.01098901098901099,bits per held-out trace,-0.24715926314525366,-0.31450721437279755,-0.17171241648513785,standardized rate difference: domain minus other domains,0.014703066967875331,True
gemma4_e4b,Gemma 4 E4B,idea,Idea,cognitive,amount,subgoal,Subgoal setting,500,0.14830538315443786,0.13146616525476182,0.16619554278284915,0.000999000999000999,bits per held-out trace,0.5079258354923799,0.45178260808014764,0.5624985473889719,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,idea,Idea,cognitive,amount,backward_chaining,Backward chaining,500,0.03093751646164623,0.008133859391614106,0.04343181294671601,0.000999000999000999,bits per held-out trace,-0.38284858520498494,-0.42257425779885527,-0.3451362369253299,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,idea,Idea,cognitive,timing,verification,Verification,500,0.06396494846644526,0.009026122141645193,0.1200116232392198,0.008991008991008992,bits per held-out trace,-0.044414669152491926,-0.06311487774331914,-0.024138135674886964,conditional timing centroid difference: positive means later,0.03752768970160275,True
gemma4_e4b,Gemma 4 E4B,idea,Idea,cognitive,timing,backtracking,Backtracking,500,0.012399547464707767,-0.012119322670732156,0.030137032762480614,0.1258741258741259,bits per held-out trace,0.17723602713748732,0.1304915386181219,0.21979194559897444,conditional timing centroid difference: positive means later,0.2416783216783217,False
gemma4_e4b,Gemma 4 E4B,idea,Idea,cognitive,timing,subgoal,Subgoal setting,500,0.3012069979055926,0.2550259693706344,0.3452786784081439,0.000999000999000999,bits per held-out trace,0.15522849982990256,0.14210855078767662,0.1680205034876289,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_e4b,Gemma 4 E4B,idea,Idea,cognitive,timing,backward_chaining,Backward chaining,500,0.004005627407555313,0.002067130331823063,0.007455351397534623,0.000999000999000999,bits per held-out trace,,,,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_e4b,Gemma 4 E4B,safety,Safety,cognitive,amount,verification,Verification,57,0.15049473753529602,-0.06379501540372486,0.3379168176022027,0.06793206793206794,bits per held-out trace,-1.1105605788138113,-1.2278129488546279,-0.9799044662564281,standardized rate difference: domain minus other domains,0.0825503610313737,False
gemma4_e4b,Gemma 4 E4B,safety,Safety,cognitive,amount,backtracking,Backtracking,57,0.20300578106575665,-0.0050811603939194495,0.4322333771452647,0.03996003996003996,bits per held-out trace,1.0137714797878163,0.6050181266029993,1.3591787793023287,standardized rate difference: domain minus other domains,0.050145932498873676,False
gemma4_e4b,Gemma 4 E4B,safety,Safety,cognitive,amount,subgoal,Subgoal setting,57,-0.03500017851433429,-0.15613616052515564,0.06907303610453602,0.7302697302697303,bits per held-out trace,1.3036614822994341,1.0513563613650874,1.5869546232723764,standardized rate difference: domain minus other domains,0.7518058349157545,False
gemma4_e4b,Gemma 4 E4B,safety,Safety,cognitive,amount,backward_chaining,Backward chaining,57,0.025783546741851786,0.016677962175262004,0.03466069444312157,0.000999000999000999,bits per held-out trace,-0.3323963317617286,-0.3667406492496343,-0.2962268605085515,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,safety,Safety,cognitive,timing,verification,Verification,57,0.032571723961897545,-0.023195984022759138,0.09748354282623355,0.17182817182817184,bits per held-out trace,0.21721684836153254,0.17098774173914896,0.25032522460862533,conditional timing centroid difference: positive means later,0.3012877533425479,False
gemma4_e4b,Gemma 4 E4B,safety,Safety,cognitive,timing,backtracking,Backtracking,57,-0.007031953506902565,-0.045062211656200446,0.026824871373801303,0.6343656343656343,bits per held-out trace,0.3033885112819259,0.22968349021646842,0.34613479540182635,conditional timing centroid difference: positive means later,0.733724107218083,False
gemma4_e4b,Gemma 4 E4B,safety,Safety,cognitive,timing,subgoal,Subgoal setting,57,0.1583584583582804,0.01839726313439601,0.2957623272470851,0.015984015984015984,bits per held-out trace,0.002774999314995086,-0.03541003102435397,0.03841149733420304,conditional timing centroid difference: positive means later,0.05736319755011344,False
gemma4_e4b,Gemma 4 E4B,safety,Safety,cognitive,timing,backward_chaining,Backward chaining,57,-0.001010307239839235,-0.004241977183667767,0.002012785157558796,0.7252747252747253,bits per held-out trace,,,,conditional timing centroid difference: positive means later,0.7956487956487955,False
gemma4_e4b,Gemma 4 E4B,security,Security,cognitive,amount,verification,Verification,500,0.2533665823313245,0.1910452067185445,0.31643001955621897,0.000999000999000999,bits per held-out trace,-0.49738797972441456,-0.5649684191008408,-0.42995899598385007,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,security,Security,cognitive,amount,backtracking,Backtracking,500,0.07531837970397004,0.05145822429338748,0.09906406208321016,0.000999000999000999,bits per held-out trace,0.25532148784663233,0.1611626618341571,0.351958523944947,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,security,Security,cognitive,amount,subgoal,Subgoal setting,500,0.10940510948563162,0.07887873415039406,0.1417777874349098,0.000999000999000999,bits per held-out trace,-0.5372457891621539,-0.608354910112158,-0.4662351207807927,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,security,Security,cognitive,amount,backward_chaining,Backward chaining,500,0.08460836515095506,0.05701574810811655,0.11201517087005049,0.000999000999000999,bits per held-out trace,0.5232836024912836,0.3896631650906752,0.6456177210833571,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_e4b,Gemma 4 E4B,security,Security,cognitive,timing,verification,Verification,500,0.025923889275577136,0.010459090974727728,0.04237267105410204,0.001998001998001998,bits per held-out trace,-0.023619172781891296,-0.041756610834008424,-0.00473760061944199,conditional timing centroid difference: positive means later,0.012178297892583607,True
gemma4_e4b,Gemma 4 E4B,security,Security,cognitive,timing,backtracking,Backtracking,500,0.034645801724694156,0.020197609110167995,0.048545319094229336,0.000999000999000999,bits per held-out trace,-0.04265302420216688,-0.07633051692819087,-0.01117483282855147,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_e4b,Gemma 4 E4B,security,Security,cognitive,timing,subgoal,Subgoal setting,500,0.12198340898486966,0.08630398198015414,0.16184892490091837,0.000999000999000999,bits per held-out trace,0.006409477045019651,-0.008503424390138601,0.021523097344033813,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_e4b,Gemma 4 E4B,security,Security,cognitive,timing,backward_chaining,Backward chaining,500,0.053035455539701216,0.016487050302497187,0.08624972529968537,0.002997002997002997,bits per held-out trace,0.22214589117113093,0.17024590868277345,0.27012403749743136,conditional timing centroid difference: positive means later,0.016924252218369868,True
gemma4_31b,Gemma 4 31B,math,Math,conversational,amount,Question_and_Answering,Question–answer,499,-0.012479451595351845,-0.03518708827541151,0.00653841554681309,0.8811188811188811,bits per held-out trace,-0.36822051793209337,-0.46255032056596757,-0.2639625986974341,standardized rate difference: domain minus other domains,0.8880568250646991,False
gemma4_31b,Gemma 4 31B,math,Math,conversational,amount,Perspective_Shift,Perspective shift,499,0.3702585965299651,0.22844619595515417,0.5014866647600397,0.000999000999000999,bits per held-out trace,-0.9126371306380119,-0.9845745424541965,-0.8422442778521546,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,math,Math,conversational,amount,Conflict_of_Perspectives,Perspective conflict,499,0.2390893845010515,0.1735265699222804,0.29719331647835057,0.000999000999000999,bits per held-out trace,-0.8992129276499193,-0.9611469309428069,-0.8265543839190835,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,math,Math,conversational,amount,Reconciliation,Reconciliation,499,0.007229261810556224,-0.013633909940604504,0.02396808542053751,0.24375624375624375,bits per held-out trace,-0.28713138366917895,-0.3907611405190602,-0.17944093694523586,standardized rate difference: domain minus other domains,0.2705271607005711,False
gemma4_31b,Gemma 4 31B,math,Math,conversational,timing,Question_and_Answering,Question–answer,499,0.007624548864083443,-0.004964813647697232,0.021408515718971097,0.1108891108891109,bits per held-out trace,0.09354162123032628,0.05271859832732856,0.1339205902070501,conditional timing centroid difference: positive means later,0.22529851101279674,False
gemma4_31b,Gemma 4 31B,math,Math,conversational,timing,Perspective_Shift,Perspective shift,499,0.014285123847630463,-0.009862803647681183,0.03737380521717118,0.13586413586413587,bits per held-out trace,0.12997113281857575,0.10528931046502846,0.15500100333866684,conditional timing centroid difference: positive means later,0.2544967227894057,False
gemma4_31b,Gemma 4 31B,math,Math,conversational,timing,Conflict_of_Perspectives,Perspective conflict,499,0.010677945819754807,-0.00015008735322903042,0.02060844873605685,0.016983016983016984,bits per held-out trace,-0.0237799492220368,-0.06396351121587938,0.017177093418918626,conditional timing centroid difference: positive means later,0.059286168377077474,False
gemma4_31b,Gemma 4 31B,math,Math,conversational,timing,Reconciliation,Reconciliation,499,0.06147373387787728,0.037329603629822655,0.08741800766924948,0.000999000999000999,bits per held-out trace,0.05832170569980044,0.026611808154822607,0.09032439585514701,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_31b,Gemma 4 31B,code,Code,conversational,amount,Question_and_Answering,Question–answer,175,0.5052524914020236,0.34953752923578174,0.6494667971104298,0.000999000999000999,bits per held-out trace,-0.4789535110815467,-0.5577650258264694,-0.39740047514782306,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,code,Code,conversational,amount,Perspective_Shift,Perspective shift,175,0.2507425057450192,0.135440089380322,0.3645925080499532,0.000999000999000999,bits per held-out trace,-0.7525115486589742,-0.8150240957856244,-0.685871286290881,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,code,Code,conversational,amount,Conflict_of_Perspectives,Perspective conflict,175,0.3325878963624364,0.25468635669227063,0.40582475467482704,0.000999000999000999,bits per held-out trace,-0.4045505998810589,-0.4986534515090525,-0.3164086699686262,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,code,Code,conversational,amount,Reconciliation,Reconciliation,175,-0.011382068994864283,-0.0429311204526845,0.018995374615859924,0.7412587412587412,bits per held-out trace,-0.048384655502049706,-0.153964155653454,0.05653418055492891,standardized rate difference: domain minus other domains,0.7590489510489511,False
gemma4_31b,Gemma 4 31B,code,Code,conversational,timing,Question_and_Answering,Question–answer,175,0.0032499859723785747,-0.006563784266198037,0.013107132041870253,0.22977022977022976,bits per held-out trace,0.02235296256992947,-0.013904049539784058,0.05987051854017731,conditional timing centroid difference: positive means later,0.3676323676323676,False
gemma4_31b,Gemma 4 31B,code,Code,conversational,timing,Perspective_Shift,Perspective shift,175,0.007205732477267582,-0.03301088602648643,0.044701519913821146,0.3776223776223776,bits per held-out trace,-0.007497573852066619,-0.027767831615125867,0.011751467000715393,conditional timing centroid difference: positive means later,0.5160391210213274,False
gemma4_31b,Gemma 4 31B,code,Code,conversational,timing,Conflict_of_Perspectives,Perspective conflict,175,-0.0011296033513537292,-0.023362183751035093,0.020815689331878363,0.5244755244755245,bits per held-out trace,-0.07485666224529619,-0.10737434845750747,-0.04103297639230633,conditional timing centroid difference: positive means later,0.6517754090569624,False
gemma4_31b,Gemma 4 31B,code,Code,conversational,timing,Reconciliation,Reconciliation,175,0.08082194499228804,0.014169301318203863,0.15635506350687842,0.01098901098901099,bits per held-out trace,-0.1713613138944855,-0.20326017015631792,-0.13733588417084766,conditional timing centroid difference: positive means later,0.04395604395604396,True
gemma4_31b,Gemma 4 31B,gpqa,GPQA,conversational,amount,Question_and_Answering,Question–answer,500,0.02918546385872106,0.011271819688694737,0.0432342493046573,0.000999000999000999,bits per held-out trace,0.04073829700953781,-0.032021620308150825,0.11304543465622591,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,gpqa,GPQA,conversational,amount,Perspective_Shift,Perspective shift,500,0.21461364559212037,0.1780253788938319,0.2553689733346347,0.000999000999000999,bits per held-out trace,-0.348027024389632,-0.407684843405902,-0.287748957028732,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,gpqa,GPQA,conversational,amount,Conflict_of_Perspectives,Perspective conflict,500,0.16454877884985114,0.12654858694093496,0.20320531573882475,0.000999000999000999,bits per held-out trace,0.3811142474132308,0.3056364430583793,0.46019019582517723,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,gpqa,GPQA,conversational,amount,Reconciliation,Reconciliation,500,0.04265877778121476,0.009348745531846945,0.07538417787252097,0.003996003996003996,bits per held-out trace,0.4676965438709284,0.38223478244127457,0.548345539697243,standardized rate difference: domain minus other domains,0.005790435979115225,True
gemma4_31b,Gemma 4 31B,gpqa,GPQA,conversational,timing,Question_and_Answering,Question–answer,500,0.00973854818221461,-0.007898705758571786,0.02657141036395364,0.14385614385614387,bits per held-out trace,0.017077502965165747,-0.004939200366606727,0.0400077067820215,conditional timing centroid difference: positive means later,0.26430985282659925,False
gemma4_31b,Gemma 4 31B,gpqa,GPQA,conversational,timing,Perspective_Shift,Perspective shift,500,0.002829406731298542,-0.010009399867768963,0.01661977351244634,0.35864135864135865,bits per held-out trace,0.005233216089198023,-0.00804449013962727,0.019543904899694837,conditional timing centroid difference: positive means later,0.4999477057238791,False
gemma4_31b,Gemma 4 31B,gpqa,GPQA,conversational,timing,Conflict_of_Perspectives,Perspective conflict,500,0.007840350432509961,-0.004845859143177359,0.02068880239437588,0.1108891108891109,bits per held-out trace,0.009639991379214008,-0.008234372990049824,0.028590336553595982,conditional timing centroid difference: positive means later,0.22529851101279674,False
gemma4_31b,Gemma 4 31B,gpqa,GPQA,conversational,timing,Reconciliation,Reconciliation,500,0.005640864491292264,-0.008363772838957857,0.019934949174910482,0.23876123876123875,bits per held-out trace,-0.07558270171288417,-0.09607700456354036,-0.05742604320980652,conditional timing centroid difference: positive means later,0.3773017106350439,False
gemma4_31b,Gemma 4 31B,planning,Planning,conversational,amount,Question_and_Answering,Question–answer,500,0.09375421828125664,0.054840217870399305,0.132160047569888,0.001998001998001998,bits per held-out trace,0.629931072489015,0.526773623646682,0.7374812787216466,standardized rate difference: domain minus other domains,0.002950895258587566,True
gemma4_31b,Gemma 4 31B,planning,Planning,conversational,amount,Perspective_Shift,Perspective shift,500,0.22075550239750902,0.17150500281329073,0.26073652943875364,0.000999000999000999,bits per held-out trace,-0.6594138428099193,-0.7097717570469191,-0.6086805659402824,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,planning,Planning,conversational,amount,Conflict_of_Perspectives,Perspective conflict,500,0.3235172353347558,0.22545921085094225,0.41872331139714825,0.000999000999000999,bits per held-out trace,-0.6409557828224575,-0.698676698444727,-0.5792338639562088,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,planning,Planning,conversational,amount,Reconciliation,Reconciliation,500,0.06318832862308199,0.037094860302760935,0.09093364366545437,0.000999000999000999,bits per held-out trace,-0.24331321869664144,-0.30714045867518547,-0.1800158455035946,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,planning,Planning,conversational,timing,Question_and_Answering,Question–answer,500,0.003618849113585623,-0.010909538885211574,0.017523821757626533,0.3126873126873127,bits per held-out trace,-0.023013693612723984,-0.04480403752588464,0.0021960060757254094,conditional timing centroid difference: positive means later,0.4618151079689542,False
gemma4_31b,Gemma 4 31B,planning,Planning,conversational,timing,Perspective_Shift,Perspective shift,500,0.030737260895309242,0.0122682996736682,0.0511636874720823,0.000999000999000999,bits per held-out trace,0.04328177815324841,0.030326487248781807,0.05740216172610775,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_31b,Gemma 4 31B,planning,Planning,conversational,timing,Conflict_of_Perspectives,Perspective conflict,500,0.0018712124030433191,-0.010106711355113917,0.01349992899344119,0.3596403596403596,bits per held-out trace,0.01813541679756353,-0.010602034704316999,0.04664475128846637,conditional timing centroid difference: positive means later,0.4999477057238791,False
gemma4_31b,Gemma 4 31B,planning,Planning,conversational,timing,Reconciliation,Reconciliation,500,0.033542916376159304,0.009952535828842608,0.057675785068918135,0.001998001998001998,bits per held-out trace,0.017776348917884488,-0.0033836802085339007,0.040660335620576527,conditional timing centroid difference: positive means later,0.012178297892583607,True
gemma4_31b,Gemma 4 31B,moral,Moral,conversational,amount,Question_and_Answering,Question–answer,500,0.017344213159622413,0.0088802088342392,0.025946073816040152,0.000999000999000999,bits per held-out trace,-0.09425322593256982,-0.16654696795472734,-0.020003298377087173,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,moral,Moral,conversational,amount,Perspective_Shift,Perspective shift,500,0.8572200604795932,0.7834887595548984,0.9226846615683735,0.000999000999000999,bits per held-out trace,1.3345983443863838,1.2619325617635082,1.4035680471722103,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,moral,Moral,conversational,amount,Conflict_of_Perspectives,Perspective conflict,500,0.12104772408248432,0.08674060953668271,0.15772727630541783,0.000999000999000999,bits per held-out trace,0.17734288021433808,0.08942564240617365,0.25703517608508714,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,moral,Moral,conversational,amount,Reconciliation,Reconciliation,500,0.09115880395133656,0.05259964421726641,0.12779763800257019,0.000999000999000999,bits per held-out trace,0.7335626588621782,0.6296091721079365,0.8382409323290784,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,moral,Moral,conversational,timing,Question_and_Answering,Question–answer,500,0.031686135429609234,0.004242922411917765,0.06034933695783184,0.01098901098901099,bits per held-out trace,-0.0856126718442689,-0.11541819096052189,-0.05878972978455432,conditional timing centroid difference: positive means later,0.04395604395604396,True
gemma4_31b,Gemma 4 31B,moral,Moral,conversational,timing,Perspective_Shift,Perspective shift,500,0.08365248698591245,0.05881494041548567,0.11019543778276342,0.000999000999000999,bits per held-out trace,-0.018334965877707665,-0.030490677737568285,-0.007435801197064635,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_31b,Gemma 4 31B,moral,Moral,conversational,timing,Conflict_of_Perspectives,Perspective conflict,500,0.03423641895431149,0.008061715227309798,0.060381437615040195,0.007992007992007992,bits per held-out trace,0.11841849107610503,0.0931488837677172,0.14253640905378342,conditional timing centroid difference: positive means later,0.03487421669239851,True
gemma4_31b,Gemma 4 31B,moral,Moral,conversational,timing,Reconciliation,Reconciliation,500,0.07294178702895658,0.03774040684043916,0.10891934022529651,0.000999000999000999,bits per held-out trace,0.19707811522334662,0.17932131326248368,0.21387357641710605,conditional timing centroid difference: positive means later,0.0073772381464689155,True
gemma4_31b,Gemma 4 31B,idea,Idea,conversational,amount,Question_and_Answering,Question–answer,500,0.07725151109039917,0.03824431956199164,0.11527125628779825,0.000999000999000999,bits per held-out trace,0.6956579525679929,0.5901993379719059,0.7943133415325934,standardized rate difference: domain minus other domains,0.001510300722899148,True
gemma4_31b,Gemma 4 31B,idea,Idea,conversational,amount,Perspective_Shift,Perspective shift,500,0.4222891099540053,0.3777834136317995,0.46425317070736655,0.000999000999000999,bits per held-out trace,1.242641663247069,1.1741921589090392,1.3149211766419415,standardized rate difference: domain minus other domains,0.001510300722899148,True
