gen_model,model_label,task_type,domain,signature_family,layer,behavior,behavior_label,n_domain,shapley_gain,shapley_ci_low,shapley_ci_high,shapley_p_value,shapley_unit,direction_effect,direction_ci_low,direction_ci_high,direction_unit,shapley_q_value,supported
qwen35_4b,Qwen3.5 4B,math,Math,conversational,timing,Perspective_Shift,Perspective shift,409,0.014398085531736512,-0.019302115845791605,0.04983877153355849,0.2097902097902098,bits per held-out trace,0.018863542223876983,0.009142659064743382,0.027918373101175207,conditional timing centroid difference: positive means later,0.3472389679286231,False
qwen35_4b,Qwen3.5 4B,math,Math,conversational,timing,Conflict_of_Perspectives,Perspective conflict,409,0.00975363084226067,-0.01021534494259654,0.03153209597401197,0.18081918081918083,bits per held-out trace,0.032888795047467057,0.01235371167963109,0.0521774828790141,conditional timing centroid difference: positive means later,0.3113657642805625,False
qwen35_4b,Qwen3.5 4B,math,Math,conversational,timing,Reconciliation,Reconciliation,409,0.008306959051643166,-0.01831915224121662,0.03767038614909837,0.27372627372627373,bits per held-out trace,-0.03073686056445457,-0.04638639951074451,-0.015422845262440645,conditional timing centroid difference: positive means later,0.4169743300178083,False
qwen35_4b,Qwen3.5 4B,code,Code,conversational,amount,Question_and_Answering,Question–answer,94,1.3637686491398262,0.7423638429319642,1.7906761961256368,0.000999000999000999,bits per held-out trace,-1.0574114768293745,-1.2337627713381336,-0.8464536081844781,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,code,Code,conversational,amount,Perspective_Shift,Perspective shift,94,0.31500325394825923,0.016122619543013788,0.5365902500476402,0.005994005994005994,bits per held-out trace,-0.7270209915294576,-0.8955162729999097,-0.5419506684983001,standardized rate difference: domain minus other domains,0.008431129310250191,True
qwen35_4b,Qwen3.5 4B,code,Code,conversational,amount,Conflict_of_Perspectives,Perspective conflict,94,0.22586611979532337,0.07480230512161187,0.38765122919061823,0.005994005994005994,bits per held-out trace,-0.6423203992104719,-0.7655118092555823,-0.5028832993348799,standardized rate difference: domain minus other domains,0.008431129310250191,True
qwen35_4b,Qwen3.5 4B,code,Code,conversational,amount,Reconciliation,Reconciliation,94,0.04253202841402241,-0.11639318419052326,0.17179798042465128,0.31368631368631367,bits per held-out trace,-0.37472778059756534,-0.5746596109194311,-0.1811673814838097,standardized rate difference: domain minus other domains,0.33931139283251954,False
qwen35_4b,Qwen3.5 4B,code,Code,conversational,timing,Question_and_Answering,Question–answer,94,0.08347076211642483,0.01524383458142129,0.1520695468469185,0.012987012987012988,bits per held-out trace,-0.006230741077007496,-0.05413246079303666,0.03975549640136066,conditional timing centroid difference: positive means later,0.0508878876225815,False
qwen35_4b,Qwen3.5 4B,code,Code,conversational,timing,Perspective_Shift,Perspective shift,94,0.1195101479086865,-0.04676281286770703,0.27541818935376955,0.07592407592407592,bits per held-out trace,0.014477627927573344,-0.0072326195702911615,0.038393200620221196,conditional timing centroid difference: positive means later,0.1756315973183443,False
qwen35_4b,Qwen3.5 4B,code,Code,conversational,timing,Conflict_of_Perspectives,Perspective conflict,94,0.06240342040844642,-0.06826679330535133,0.1900227691613776,0.15884115884115885,bits per held-out trace,-0.08534569325509267,-0.12935874734092065,-0.040404105034831043,conditional timing centroid difference: positive means later,0.28238428238428237,False
qwen35_4b,Qwen3.5 4B,code,Code,conversational,timing,Reconciliation,Reconciliation,94,0.14020623340420307,0.015495360429100841,0.24322490539167965,0.004995004995004995,bits per held-out trace,-0.090716581629815,-0.11614697479414554,-0.06089744148834698,conditional timing centroid difference: positive means later,0.02491015478028465,True
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,conversational,amount,Question_and_Answering,Question–answer,339,0.016425648058749756,-0.00508397350502947,0.03793949076907395,0.07392607392607392,bits per held-out trace,0.3802567315853757,0.28240842769687674,0.47758922261859355,standardized rate difference: domain minus other domains,0.08926922134469303,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,conversational,amount,Perspective_Shift,Perspective shift,339,0.1179241516041703,0.07349193058414359,0.15912662174557257,0.000999000999000999,bits per held-out trace,-0.17184993240527865,-0.24341570215712405,-0.0948734243738064,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,conversational,amount,Conflict_of_Perspectives,Perspective conflict,339,0.2660362602256069,0.19259083832976595,0.3360898492400923,0.000999000999000999,bits per held-out trace,0.6259911526157623,0.5370816993802191,0.708868761488009,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,conversational,amount,Reconciliation,Reconciliation,339,0.05429396473958269,0.02182705635370312,0.0861005785981912,0.000999000999000999,bits per held-out trace,0.34698481337572074,0.2685250731291861,0.42392662590315944,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,conversational,timing,Question_and_Answering,Question–answer,339,0.013545027501034814,-0.021709497146140476,0.047866680168537616,0.23176823176823177,bits per held-out trace,-0.019355990064335638,-0.030049986931819806,-0.007469276460910196,conditional timing centroid difference: positive means later,0.3677644669380207,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,conversational,timing,Perspective_Shift,Perspective shift,339,0.021314117548297384,0.00040624612021197826,0.044354605670206305,0.015984015984015984,bits per held-out trace,0.018976606990586176,0.012092350737216458,0.025557688018950343,conditional timing centroid difference: positive means later,0.05736319755011344,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,conversational,timing,Conflict_of_Perspectives,Perspective conflict,339,0.004114341272750578,-0.010388943782886247,0.018004352382348692,0.2867132867132867,bits per held-out trace,-0.005627376903979908,-0.017344645443274846,0.005496057307387443,conditional timing centroid difference: positive means later,0.4317564788153024,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,conversational,timing,Reconciliation,Reconciliation,339,-0.0020942794507176356,-0.01739857059358435,0.013463291688952507,0.6283716283716284,bits per held-out trace,-0.04144341083770642,-0.05210746205869918,-0.03084139595790156,conditional timing centroid difference: positive means later,0.7289870250595326,False
qwen35_4b,Qwen3.5 4B,planning,Planning,conversational,amount,Question_and_Answering,Question–answer,448,0.13647480705824605,0.08177355279246837,0.1951392340465929,0.000999000999000999,bits per held-out trace,0.916038675022597,0.8233854160509306,1.010644558078722,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,planning,Planning,conversational,amount,Perspective_Shift,Perspective shift,448,0.08228153468542763,0.06009897069037297,0.1053906359541352,0.000999000999000999,bits per held-out trace,-0.7536820439072502,-0.8155436967343052,-0.6929605015398725,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,planning,Planning,conversational,amount,Conflict_of_Perspectives,Perspective conflict,448,0.1706144805158931,0.10675057279033029,0.22476502911686858,0.000999000999000999,bits per held-out trace,-0.6276538444909688,-0.6924523161963525,-0.5607764245737472,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,planning,Planning,conversational,amount,Reconciliation,Reconciliation,448,0.13184546724815133,0.08735548451267768,0.17628848739477235,0.000999000999000999,bits per held-out trace,-0.32104945796692025,-0.39190481313206116,-0.2542060073990891,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,planning,Planning,conversational,timing,Question_and_Answering,Question–answer,448,0.018900041844397333,-0.004874609115391755,0.04451543729604001,0.07892107892107893,bits per held-out trace,-0.05683721936288044,-0.06922941052582789,-0.04382558720908754,conditional timing centroid difference: positive means later,0.1803910375338947,False
qwen35_4b,Qwen3.5 4B,planning,Planning,conversational,timing,Perspective_Shift,Perspective shift,448,0.010347781339613967,-0.014147782858646958,0.03452822429872804,0.1838161838161838,bits per held-out trace,0.03817905298855495,0.030906818064878095,0.045279992175921616,conditional timing centroid difference: positive means later,0.3137129537129537,False
qwen35_4b,Qwen3.5 4B,planning,Planning,conversational,timing,Conflict_of_Perspectives,Perspective conflict,448,-0.0034144104911011802,-0.01586668067005683,0.0077569028324787175,0.7132867132867133,bits per held-out trace,-0.02978022097820593,-0.04564455676447701,-0.015439286943546874,conditional timing centroid difference: positive means later,0.7916245604106876,False
qwen35_4b,Qwen3.5 4B,planning,Planning,conversational,timing,Reconciliation,Reconciliation,448,-0.000972524010404735,-0.022753063044982987,0.01806813000922331,0.5494505494505495,bits per held-out trace,-0.02858657842170287,-0.04134899968767769,-0.01616102480953142,conditional timing centroid difference: positive means later,0.6698063840920985,False
qwen35_4b,Qwen3.5 4B,moral,Moral,conversational,amount,Question_and_Answering,Question–answer,420,-0.0024698303731507717,-0.026428683047701504,0.019612750901309893,0.5454545454545454,bits per held-out trace,-0.1986236637831164,-0.29306655336438664,-0.0937834391164576,standardized rate difference: domain minus other domains,0.5754245754245754,False
qwen35_4b,Qwen3.5 4B,moral,Moral,conversational,amount,Perspective_Shift,Perspective shift,420,0.2255043390282252,0.1915104828000095,0.26572630543366965,0.000999000999000999,bits per held-out trace,0.6189377485223483,0.5482142927599482,0.6948809770054265,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,moral,Moral,conversational,amount,Conflict_of_Perspectives,Perspective conflict,420,0.18732575482311747,0.1410067624639387,0.2272623183981198,0.000999000999000999,bits per held-out trace,0.3365130644599923,0.2608702594604076,0.41809720274035445,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,moral,Moral,conversational,amount,Reconciliation,Reconciliation,420,0.2008990649232548,0.14252532417955024,0.2659649132023703,0.000999000999000999,bits per held-out trace,0.8053380504732361,0.674186035790001,0.9290884530846428,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,moral,Moral,conversational,timing,Question_and_Answering,Question–answer,420,0.0006163967298862621,-0.007950641643432023,0.009333836816461792,0.42957042957042957,bits per held-out trace,0.01035662031123552,-0.008913773976411596,0.028231804076928834,conditional timing centroid difference: positive means later,0.5649145375172773,False
qwen35_4b,Qwen3.5 4B,moral,Moral,conversational,timing,Perspective_Shift,Perspective shift,420,0.03671960533578252,0.003617659844639127,0.08466167031273837,0.015984015984015984,bits per held-out trace,-0.04292014213396744,-0.051015586285422694,-0.034910969690299706,conditional timing centroid difference: positive means later,0.05736319755011344,False
qwen35_4b,Qwen3.5 4B,moral,Moral,conversational,timing,Conflict_of_Perspectives,Perspective conflict,420,-0.004080559586336868,-0.018913369935572924,0.00815203176730764,0.6793206793206793,bits per held-out trace,0.0504960961625503,0.03218530546865029,0.0671055474982885,conditional timing centroid difference: positive means later,0.7649828177687414,False
qwen35_4b,Qwen3.5 4B,moral,Moral,conversational,timing,Reconciliation,Reconciliation,420,0.007425484395233265,-0.006070096074686595,0.020673430116212324,0.14885114885114886,bits per held-out trace,0.017346070722000895,0.00030995075264523615,0.03469346869184895,conditional timing centroid difference: positive means later,0.26961717527755263,False
qwen35_4b,Qwen3.5 4B,idea,Idea,conversational,amount,Question_and_Answering,Question–answer,161,0.23083693334759847,0.1501285120030008,0.3027799726051763,0.000999000999000999,bits per held-out trace,-0.8705465935559822,-0.9570599564050036,-0.7831509999925118,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,idea,Idea,conversational,amount,Perspective_Shift,Perspective shift,161,1.3597362337907009,1.2797736771112622,1.4401588598199213,0.000999000999000999,bits per held-out trace,2.443526765640712,2.300760370652295,2.5963505086567817,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,idea,Idea,conversational,amount,Conflict_of_Perspectives,Perspective conflict,161,1.1272975085711618,1.0139496208607173,1.2296772791814066,0.000999000999000999,bits per held-out trace,2.3408217777317497,2.173880323641171,2.5011802958793425,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,idea,Idea,conversational,amount,Reconciliation,Reconciliation,161,0.20353333811087215,0.12240467874855197,0.27739451407408783,0.000999000999000999,bits per held-out trace,-0.566558697423425,-0.6805436428486532,-0.4561529462061082,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,idea,Idea,conversational,timing,Question_and_Answering,Question–answer,161,0.00097038539977204,-0.010976413298293401,0.012655972624225683,0.44555444555444557,bits per held-out trace,-0.060917685003009925,-0.09150233941690243,-0.029418381323517866,conditional timing centroid difference: positive means later,0.5819486635813167,False
qwen35_4b,Qwen3.5 4B,idea,Idea,conversational,timing,Perspective_Shift,Perspective shift,161,0.038597706734681346,-0.0059977909342825144,0.0857122805481167,0.03496503496503497,bits per held-out trace,-0.05667962892940581,-0.06568838229863609,-0.04641255644758836,conditional timing centroid difference: positive means later,0.10095167989904832,False
qwen35_4b,Qwen3.5 4B,idea,Idea,conversational,timing,Conflict_of_Perspectives,Perspective conflict,161,0.07938564137703062,0.0349541524930029,0.13096923305985667,0.000999000999000999,bits per held-out trace,-0.13277802283333917,-0.14657726814205518,-0.1194088563867742,conditional timing centroid difference: positive means later,0.0073772381464689155,True
qwen35_4b,Qwen3.5 4B,idea,Idea,conversational,timing,Reconciliation,Reconciliation,161,0.016403608581275576,-0.006363362571598655,0.04053923319576734,0.0919080919080919,bits per held-out trace,0.07089505384113215,0.04551363646246986,0.09440640430556335,conditional timing centroid difference: positive means later,0.20400408839715198,False
qwen35_4b,Qwen3.5 4B,safety,Safety,conversational,amount,Question_and_Answering,Question–answer,291,0.0097979047610136,-0.01970541145473062,0.028461591161080664,0.3106893106893107,bits per held-out trace,-0.4512959429896806,-0.5640782130987082,-0.33612610664921566,standardized rate difference: domain minus other domains,0.33797364108978845,False
qwen35_4b,Qwen3.5 4B,safety,Safety,conversational,amount,Perspective_Shift,Perspective shift,291,0.034697715793173545,-0.013159549023269008,0.07570115541468794,0.06993006993006994,bits per held-out trace,0.045855636537015514,-0.058005799914741175,0.16128441627607829,standardized rate difference: domain minus other domains,0.08471024243894906,False
qwen35_4b,Qwen3.5 4B,safety,Safety,conversational,amount,Conflict_of_Perspectives,Perspective conflict,291,0.05455170166285051,0.025943073468470627,0.08341851126315869,0.000999000999000999,bits per held-out trace,-0.6448977965578526,-0.7317609288090295,-0.5576712590508085,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,safety,Safety,conversational,amount,Reconciliation,Reconciliation,291,-0.010425655597428182,-0.03705103104404237,0.015190578920894723,0.7522477522477522,bits per held-out trace,-0.5711223008068317,-0.7040046460873541,-0.42650347987036097,standardized rate difference: domain minus other domains,0.7662152171435991,False
qwen35_4b,Qwen3.5 4B,safety,Safety,conversational,timing,Question_and_Answering,Question–answer,291,-0.006803543764700909,-0.028215637257230974,0.014259515577131553,0.7222777222777222,bits per held-out trace,0.0987726851547982,0.0714309552118661,0.1271600173456926,conditional timing centroid difference: positive means later,0.7947124508729093,False
qwen35_4b,Qwen3.5 4B,safety,Safety,conversational,timing,Perspective_Shift,Perspective shift,291,0.0020815236601943224,-0.028828879407706568,0.03135768736799029,0.45754245754245754,bits per held-out trace,0.005060291025207109,-0.007578630430883956,0.02004971358902654,conditional timing centroid difference: positive means later,0.5955806904959448,False
qwen35_4b,Qwen3.5 4B,safety,Safety,conversational,timing,Conflict_of_Perspectives,Perspective conflict,291,-0.01658604726551873,-0.037478558871049755,0.0011134259299982016,0.942057942057942,bits per held-out trace,0.07352157218024713,0.04758133192633984,0.10015700640982084,conditional timing centroid difference: positive means later,0.9570112427255284,False
qwen35_4b,Qwen3.5 4B,safety,Safety,conversational,timing,Reconciliation,Reconciliation,291,-0.0028329157563683305,-0.025931366755931815,0.01629319959673188,0.6063936063936064,bits per held-out trace,0.09727563251540228,0.07248874046891042,0.12181408121640411,conditional timing centroid difference: positive means later,0.7142795854452296,False
qwen35_4b,Qwen3.5 4B,security,Security,conversational,amount,Question_and_Answering,Question–answer,185,0.05755735490484359,0.0006507558816964251,0.113425963458971,0.024975024975024976,bits per held-out trace,-0.22924204890031832,-0.3705234340379858,-0.0939952100447032,standardized rate difference: domain minus other domains,0.03196803196803197,True
qwen35_4b,Qwen3.5 4B,security,Security,conversational,amount,Perspective_Shift,Perspective shift,185,0.10503515718989848,0.04318637594508948,0.16582269282220097,0.000999000999000999,bits per held-out trace,0.050499596154029776,-0.05672238589712737,0.16592300237005106,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,security,Security,conversational,amount,Conflict_of_Perspectives,Perspective conflict,185,0.2206407848182811,0.1096930173047894,0.3097862331496373,0.000999000999000999,bits per held-out trace,0.11927841906582691,-0.003056216606643247,0.24626844254264507,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,security,Security,conversational,amount,Reconciliation,Reconciliation,185,0.0191636383979009,-0.026693130549974454,0.06329994668922581,0.21578421578421578,bits per held-out trace,0.16631311405273339,0.021574432235624167,0.30343140479121244,standardized rate difference: domain minus other domains,0.24087540366610133,False
qwen35_4b,Qwen3.5 4B,security,Security,conversational,timing,Question_and_Answering,Question–answer,185,-0.02236949978947449,-0.05746324162364681,0.007583257153156572,0.8891108891108891,bits per held-out trace,0.020277522572533124,-0.004778995796179705,0.044805322586881254,conditional timing centroid difference: positive means later,0.9104495504495504,False
qwen35_4b,Qwen3.5 4B,security,Security,conversational,timing,Perspective_Shift,Perspective shift,185,-0.011399014514613148,-0.07554743461838007,0.050338161155804556,0.6123876123876124,bits per held-out trace,-0.02914973239956775,-0.042632359376464805,-0.016394422290465192,conditional timing centroid difference: positive means later,0.7191340769322421,False
qwen35_4b,Qwen3.5 4B,security,Security,conversational,timing,Conflict_of_Perspectives,Perspective conflict,185,0.060416577323453846,0.00731673153987267,0.10718575439387058,0.013986013986013986,bits per held-out trace,-0.03030309075955301,-0.050955405431193215,-0.01038678114326375,conditional timing centroid difference: positive means later,0.053706293706293706,False
qwen35_4b,Qwen3.5 4B,security,Security,conversational,timing,Reconciliation,Reconciliation,185,-0.01946348733999645,-0.059216636340075166,0.01792408739483737,0.7962037962037962,bits per held-out trace,0.0038333514648993816,-0.01627642071215734,0.025327274627336416,conditional timing centroid difference: positive means later,0.8469314618899105,False
qwen35_4b,Qwen3.5 4B,math,Math,cognitive,amount,verification,Verification,409,0.4338175433918893,0.3360901776344658,0.5277266717159884,0.000999000999000999,bits per held-out trace,0.9455816490448358,0.8508207129760906,1.03697579083006,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,math,Math,cognitive,amount,backtracking,Backtracking,409,0.3864048568007049,0.32417150734881506,0.4508220026951739,0.000999000999000999,bits per held-out trace,-0.496317137621652,-0.5543954502071122,-0.4424808382607814,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,math,Math,cognitive,amount,subgoal,Subgoal setting,409,0.31562083315956235,0.23859171620550093,0.3898564241092098,0.000999000999000999,bits per held-out trace,0.15180249971309928,0.04696822112318244,0.25436315341140553,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,math,Math,cognitive,amount,backward_chaining,Backward chaining,409,0.025966281425695136,0.003413821835782728,0.04637255363443842,0.01098901098901099,bits per held-out trace,-0.08443114351889282,-0.16875807409959873,0.012043810373691505,standardized rate difference: domain minus other domains,0.014703066967875331,True
qwen35_4b,Qwen3.5 4B,math,Math,cognitive,timing,verification,Verification,409,0.0070116808286805575,-0.00759038347109163,0.02191250636282566,0.18981018981018982,bits per held-out trace,-0.032294482809706815,-0.04236170445996355,-0.020484732487242814,conditional timing centroid difference: positive means later,0.3196803196803197,False
qwen35_4b,Qwen3.5 4B,math,Math,cognitive,timing,backtracking,Backtracking,409,-0.002764105270357593,-0.016814652339717236,0.010728659725401025,0.6753246753246753,bits per held-out trace,-0.057035982942469365,-0.08431093887573521,-0.026848674807022667,conditional timing centroid difference: positive means later,0.7649695437306058,False
qwen35_4b,Qwen3.5 4B,math,Math,cognitive,timing,subgoal,Subgoal setting,409,-0.010019504594741916,-0.02677411096687872,0.005864873092247008,0.8961038961038961,bits per held-out trace,0.008818551937385788,-0.005008393857912034,0.022336903007939123,conditional timing centroid difference: positive means later,0.9151699364465321,False
qwen35_4b,Qwen3.5 4B,math,Math,cognitive,timing,backward_chaining,Backward chaining,409,-0.0018088630419347735,-0.007659509352864123,0.004094454891514371,0.7272727272727273,bits per held-out trace,0.0013136127958169874,-0.0727985199012344,0.07408517395306825,conditional timing centroid difference: positive means later,0.7956487956487955,False
qwen35_4b,Qwen3.5 4B,code,Code,cognitive,amount,verification,Verification,94,0.2306436468686548,-0.010065575587655737,0.46056112638647945,0.027972027972027972,bits per held-out trace,-0.2352995215923174,-0.4058616730798941,-0.047097428424036136,standardized rate difference: domain minus other domains,0.03568524498757057,False
qwen35_4b,Qwen3.5 4B,code,Code,cognitive,amount,backtracking,Backtracking,94,0.09595651890479295,-0.0747009807216219,0.2502606966832626,0.1258741258741259,bits per held-out trace,-0.22257098137297443,-0.32018280662234333,-0.11594250379799248,standardized rate difference: domain minus other domains,0.14647171010807375,False
qwen35_4b,Qwen3.5 4B,code,Code,cognitive,amount,subgoal,Subgoal setting,94,0.23008758692244605,-0.15293011305618054,0.5800163080549317,0.10589410589410589,bits per held-out trace,-0.38438644292156116,-0.5592204826269883,-0.17613022584609564,standardized rate difference: domain minus other domains,0.1255041255041255,False
qwen35_4b,Qwen3.5 4B,code,Code,cognitive,amount,backward_chaining,Backward chaining,94,0.01694421221941115,-0.10022600429851569,0.11170576139336943,0.33166833166833165,bits per held-out trace,-0.03661511523573535,-0.18342384538162512,0.14978885889756965,standardized rate difference: domain minus other domains,0.3577546049456162,False
qwen35_4b,Qwen3.5 4B,code,Code,cognitive,timing,verification,Verification,94,0.07002902402479008,-0.04250151587558235,0.19723539285927397,0.12087912087912088,bits per held-out trace,-0.03493994054035465,-0.06670820587564803,-0.002441657772393838,conditional timing centroid difference: positive means later,0.2368244000897062,False
qwen35_4b,Qwen3.5 4B,code,Code,cognitive,timing,backtracking,Backtracking,94,0.20600091384662056,0.066835365045152,0.35348390743509284,0.001998001998001998,bits per held-out trace,-0.11639631779130505,-0.16734561965766245,-0.06302069699941493,conditional timing centroid difference: positive means later,0.012178297892583607,True
qwen35_4b,Qwen3.5 4B,code,Code,cognitive,timing,subgoal,Subgoal setting,94,0.279548780654226,0.0730630767417257,0.47956572728715574,0.007992007992007992,bits per held-out trace,-0.1483580913370045,-0.18862354242018467,-0.10223919973708545,conditional timing centroid difference: positive means later,0.03487421669239851,True
qwen35_4b,Qwen3.5 4B,code,Code,cognitive,timing,backward_chaining,Backward chaining,94,0.01277285339401783,-0.047796397167436264,0.07683691959123143,0.36563436563436563,bits per held-out trace,-0.15243545399021857,-0.2950810522039995,0.002109220425133876,conditional timing centroid difference: positive means later,0.5050489079266057,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,cognitive,amount,verification,Verification,339,0.051301185534620965,0.014328858688196425,0.09206479388398171,0.00999000999000999,bits per held-out trace,0.41435779575577086,0.32144683791313033,0.5066921012656322,standardized rate difference: domain minus other domains,0.013603417858737006,True
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,cognitive,amount,backtracking,Backtracking,339,0.2552431961351641,0.20310581333748443,0.31106027865572194,0.000999000999000999,bits per held-out trace,-0.08439397715556213,-0.15071195523268177,-0.02347997747302504,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,cognitive,amount,subgoal,Subgoal setting,339,0.06355717549331913,0.04424456259326138,0.0832724926552105,0.000999000999000999,bits per held-out trace,-0.7252078582037922,-0.7797296740027653,-0.6690039448023518,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,cognitive,amount,backward_chaining,Backward chaining,339,0.010362375663637144,-0.00039712707052136224,0.021506728084184294,0.04095904095904096,bits per held-out trace,0.34696313856751776,0.23389822154242534,0.4756623925790541,standardized rate difference: domain minus other domains,0.05123215546668315,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,cognitive,timing,verification,Verification,339,-0.0025497191228375697,-0.011827020455475961,0.006231706996540149,0.6973026973026973,bits per held-out trace,-0.04210190869954933,-0.05155742465865866,-0.032728207830916976,conditional timing centroid difference: positive means later,0.7783844062913831,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,cognitive,timing,backtracking,Backtracking,339,0.002150522029477716,-0.008281486475323214,0.01267335201889321,0.35064935064935066,bits per held-out trace,-0.07015420208518658,-0.09001677381512148,-0.050413729465577706,conditional timing centroid difference: positive means later,0.4950343773873186,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,cognitive,timing,subgoal,Subgoal setting,339,0.020991238615254308,0.0007427061962085992,0.04077938670053588,0.016983016983016984,bits per held-out trace,0.002260168445068933,-0.013361134881515992,0.018373667631210698,conditional timing centroid difference: positive means later,0.059286168377077474,False
qwen35_4b,Qwen3.5 4B,gpqa,GPQA,cognitive,timing,backward_chaining,Backward chaining,339,-0.0005243023128459561,-0.01668248619888453,0.015086572068865068,0.5154845154845155,bits per held-out trace,0.1308613130601206,0.0765514791530231,0.18289296624135915,conditional timing centroid difference: positive means later,0.642681993331344,False
qwen35_4b,Qwen3.5 4B,planning,Planning,cognitive,amount,verification,Verification,448,0.20910091777875342,0.16442514501783628,0.25949376898981835,0.000999000999000999,bits per held-out trace,0.8944882048701196,0.8132382314865436,0.9717647372248999,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,planning,Planning,cognitive,amount,backtracking,Backtracking,448,0.293847273151097,0.21745040190309908,0.36335638105358825,0.000999000999000999,bits per held-out trace,-0.6243102243816292,-0.6717306484808345,-0.5780814044182819,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,planning,Planning,cognitive,amount,subgoal,Subgoal setting,448,0.17729424981578193,0.10564029305524646,0.23538947332195018,0.000999000999000999,bits per held-out trace,-0.9700458165180543,-1.023540582118138,-0.919106848224529,standardized rate difference: domain minus other domains,0.001510300722899148,True
qwen35_4b,Qwen3.5 4B,planning,Planning,cognitive,amount,backward_chaining,Backward chaining,448,0.029549769587504826,0.005787152255433973,0.056173435229738826,0.01098901098901099,bits per held-out trace,0.5492998978699497,0.3960052825686243,0.7293744182531701,standardized rate difference: domain minus other domains,0.014703066967875331,True
qwen35_4b,Qwen3.5 4B,planning,Planning,cognitive,timing,verification,Verification,448,-0.00018904047495591964,-0.007318964935787626,0.007100245837501085,0.5114885114885115,bits per held-out trace,-0.0416092949175052,-0.05139988102293598,-0.03229243590215038,conditional timing centroid difference: positive means later,0.6397771609497994,False
qwen35_4b,Qwen3.5 4B,planning,Planning,cognitive,timing,backtracking,Backtracking,448,0.014948247533274712,0.0017782773456106323,0.028707064129497827,0.016983016983016984,bits per held-out trace,-0.047442338658250816,-0.07297797967772772,-0.021193313243164286,conditional timing centroid difference: positive means later,0.059286168377077474,False
qwen35_4b,Qwen3.5 4B,planning,Planning,cognitive,timing,subgoal,Subgoal setting,448,0.010493767551165548,-0.0057861293801357416,0.026240536087982012,0.11288711288711288,bits per held-out trace,0.002728886930748242,-0.01656286969027835,0.023732823403372374,conditional timing centroid difference: positive means later,0.2269562897835149,False
qwen35_4b,Qwen3.5 4B,planning,Planning,cognitive,timing,backward_chaining,Backward chaining,448,-0.0012145000551993309,-0.009191500654235843,0.006462591176135257,0.6263736263736264,bits per held-out trace,-0.11850330618384258,-0.1706156192714531,-0.06476560709099012,conditional timing centroid difference: positive means later,0.7288711288711288,False
