split,prefix,feature_set,feature,coef
random_trace,0.75,temporal,rate_Perspective_Shift,-0.32611621713942884
random_trace,0.75,temporal,gen_model=qwen35_4b,0.30702904926035146
random_trace,0.75,temporal,task_type=idea,0.2846503037745101
random_trace,0.75,temporal,task_type=gpqa,0.27999272834898165
random_trace,0.75,temporal,difficulty_raw=__missing__,0.27379859894412956
random_trace,0.75,temporal,difficulty_raw=hard,-0.2564811752151507
random_trace,0.75,temporal,difficulty_raw=Physics,0.23664571953815777
random_trace,0.75,temporal,bin3_Conflict_of_Perspectives,-0.21533898172496466
random_trace,0.75,temporal,bin3_Reconciliation,-0.21061777017729244
random_trace,0.75,temporal,rate_subgoal,-0.19251968089952504
random_trace,0.75,temporal,bin2_Question_and_Answering,-0.18924533616475264
random_trace,0.75,temporal,bin1_Question_and_Answering,-0.1824499772652483
random_trace,0.75,temporal,bin2_Conflict_of_Perspectives,-0.18070941025599452
random_trace,0.75,temporal,bin3_subgoal,0.17774594435291657
random_trace,0.75,time_shuffled,task_type=math,-0.604697661871602
random_trace,0.75,time_shuffled,gen_model=reasoner,0.47556786386745253
random_trace,0.75,time_shuffled,gen_model=qwen35_27b,0.41139367347396544
random_trace,0.75,time_shuffled,gen_model=qwen35_9b,0.3602586356380764
random_trace,0.75,time_shuffled,gen_model=qwen35_4b,0.33240468600566
random_trace,0.75,time_shuffled,task_type=idea,0.30871328609529675
random_trace,0.75,time_shuffled,difficulty_raw=__missing__,0.2839106505160615
random_trace,0.75,time_shuffled,task_type=gpqa,0.2798197036336197
random_trace,0.75,time_shuffled,difficulty_raw=hard,-0.2551148878162324
random_trace,0.75,time_shuffled,difficulty_raw=Physics,0.23582680908959155
random_trace,0.75,time_shuffled,difficulty_raw=easy,0.16259497044440152
random_trace,0.75,time_shuffled,task_type=planning,0.15213705209294703
random_trace,0.75,time_shuffled,difficulty_raw=progression_mcq,0.10482922313095229
random_trace,0.75,time_shuffled,difficulty_raw=4,0.10281230157259785
random_trace,0.75,time_shuffled,difficulty_raw=Chemistry,0.10249259463236064
random_trace,0.75,time_shuffled,difficulty_raw=landmarks_mcq,0.09582472955378467
random_trace,0.75,time_shuffled,difficulty_raw=Biology,0.08949624564883905
random_trace,0.75,time_shuffled,difficulty_raw=5,0.087882502224463
random_trace,0.75,time_shuffled,prefix_segments,-0.08621538456009335
random_trace,0.75,time_shuffled,difficulty_raw=applicable_actions_mc,0.08258420703461584
prompt_disjoint,1.0,metadata,task_type=math,-0.5026256527377686
prompt_disjoint,1.0,metadata,gen_model=qwen35_27b,0.40750483734918896
prompt_disjoint,1.0,metadata,gen_model=qwen35_9b,0.3272017307979478
prompt_disjoint,1.0,metadata,task_type=idea,0.30048993969325916
prompt_disjoint,1.0,metadata,difficulty_raw=hard,-0.29707354762963
prompt_disjoint,1.0,metadata,gen_model=qwen35_4b,0.27863031926803056
prompt_disjoint,1.0,metadata,gen_model=reasoner,0.2743045578506272
prompt_disjoint,1.0,metadata,difficulty_raw=__missing__,0.26615307865195464
prompt_disjoint,1.0,metadata,task_type=gpqa,0.20644824463799205
prompt_disjoint,1.0,metadata,difficulty_raw=Physics,0.20537700484436566
prompt_disjoint,1.0,metadata,difficulty_raw=easy,0.1685846241362428
prompt_disjoint,1.0,metadata,task_type=planning,0.16153104107885896
prompt_disjoint,1.0,metadata,difficulty_raw=progression_mcq,0.1150043237522543
prompt_disjoint,1.0,metadata,difficulty_raw=Biology,0.092186486097245
prompt_disjoint,1.0,metadata,difficulty_raw=medium,-0.08959315060601154
prompt_disjoint,1.0,metadata,difficulty_raw=applicable_actions_mc,0.08399048301579116
prompt_disjoint,1.0,metadata,difficulty_raw=4,0.08251481639937804
prompt_disjoint,1.0,metadata,difficulty_raw=landmarks_mcq,0.07319490757039468
prompt_disjoint,1.0,metadata,difficulty_raw=3,0.06445517516606743
prompt_disjoint,1.0,metadata,difficulty_raw=reachable_atom_mc,0.057105079521989593
prompt_disjoint,1.0,length,task_type=math,-0.5373112510445763
prompt_disjoint,1.0,length,gen_model=qwen35_27b,0.4564381311161514
prompt_disjoint,1.0,length,gen_model=qwen35_9b,0.3903891153901846
prompt_disjoint,1.0,length,gen_model=qwen35_4b,0.3546632544380762
prompt_disjoint,1.0,length,task_type=idea,0.30158654283630243
prompt_disjoint,1.0,length,gen_model=reasoner,0.2922855611103812
prompt_disjoint,1.0,length,difficulty_raw=hard,-0.27178805464969846
prompt_disjoint,1.0,length,difficulty_raw=__missing__,0.26722088669363814
prompt_disjoint,1.0,length,task_type=gpqa,0.22294539507750918
prompt_disjoint,1.0,length,difficulty_raw=Physics,0.20315963898718759
prompt_disjoint,1.0,length,task_type=planning,0.1689185346100514
prompt_disjoint,1.0,length,difficulty_raw=easy,0.16093239310485288
prompt_disjoint,1.0,length,prefix_segments,-0.1534820488266587
prompt_disjoint,1.0,length,difficulty_raw=progression_mcq,0.10941806411525311
prompt_disjoint,1.0,length,difficulty_raw=4,0.09355832542090901
prompt_disjoint,1.0,length,difficulty_raw=medium,-0.0869052308676928
prompt_disjoint,1.0,length,difficulty_raw=Biology,0.08596459657568159
prompt_disjoint,1.0,length,difficulty_raw=applicable_actions_mc,0.08375927941631764
prompt_disjoint,1.0,length,difficulty_raw=landmarks_mcq,0.08223081852135675
prompt_disjoint,1.0,length,difficulty_raw=3,0.07124108899504061
prompt_disjoint,1.0,counts,task_type=math,-0.6313517107944019
prompt_disjoint,1.0,counts,gen_model=reasoner,0.4831041895092785
prompt_disjoint,1.0,counts,gen_model=qwen35_27b,0.37441682734119786
prompt_disjoint,1.0,counts,gen_model=qwen35_9b,0.32601676867390417
prompt_disjoint,1.0,counts,rate_Conflict_of_Perspectives,-0.3229715424060772
prompt_disjoint,1.0,counts,task_type=idea,0.3058537306226329
prompt_disjoint,1.0,counts,gen_model=qwen35_4b,0.29882370879089193
prompt_disjoint,1.0,counts,task_type=gpqa,0.29798980843202816
prompt_disjoint,1.0,counts,difficulty_raw=__missing__,0.28362704356821467
prompt_disjoint,1.0,counts,difficulty_raw=hard,-0.2497511217432872
prompt_disjoint,1.0,counts,difficulty_raw=Physics,0.24756620340919797
prompt_disjoint,1.0,counts,rate_backtracking,-0.17273039804340426
prompt_disjoint,1.0,counts,difficulty_raw=easy,0.16501767764568423
prompt_disjoint,1.0,counts,task_type=planning,0.15656903309621087
prompt_disjoint,1.0,counts,rate_verification,0.13374759553454446
prompt_disjoint,1.0,counts,difficulty_raw=Chemistry,0.11506972240503688
prompt_disjoint,1.0,counts,difficulty_raw=4,0.10736320574041314
prompt_disjoint,1.0,counts,difficulty_raw=progression_mcq,0.10639582300110736
prompt_disjoint,1.0,counts,difficulty_raw=landmarks_mcq,0.0980749941234558
prompt_disjoint,1.0,counts,rate_Perspective_Shift,-0.09610828645304038
prompt_disjoint,1.0,temporal,rate_Question_and_Answering,1.3401467574682784
prompt_disjoint,1.0,temporal,rate_backtracking,1.0294648892142297
prompt_disjoint,1.0,temporal,task_type=math,-0.6071184268246668
prompt_disjoint,1.0,temporal,bin1_Question_and_Answering,-0.5416029359696887
prompt_disjoint,1.0,temporal,bin3_backtracking,-0.5354046577757465
prompt_disjoint,1.0,temporal,gen_model=reasoner,0.46262623767608396
prompt_disjoint,1.0,temporal,rate_Conflict_of_Perspectives,-0.44127180570190766
prompt_disjoint,1.0,temporal,bin2_Question_and_Answering,-0.43590620349405723
prompt_disjoint,1.0,temporal,bin1_backtracking,-0.41329567452051935
prompt_disjoint,1.0,temporal,rate_Perspective_Shift,-0.41195122450292343
prompt_disjoint,1.0,temporal,gen_model=qwen35_27b,0.3395563055245508
prompt_disjoint,1.0,temporal,bin2_backtracking,-0.33932037195151993
prompt_disjoint,1.0,temporal,bin0_Question_and_Answering,-0.3278675858634565
prompt_disjoint,1.0,temporal,rate_Reconciliation,0.3237157832035129
prompt_disjoint,1.0,temporal,task_type=gpqa,0.2957762926610966
prompt_disjoint,1.0,temporal,gen_model=qwen35_9b,0.2879011535581914
prompt_disjoint,1.0,temporal,bin3_Question_and_Answering,-0.2759264923021952
prompt_disjoint,1.0,temporal,bin0_backtracking,-0.2725315335529857
prompt_disjoint,1.0,temporal,task_type=idea,0.2698210060306409
prompt_disjoint,1.0,temporal,difficulty_raw=__missing__,0.26530880221145114
prompt_disjoint,1.0,time_shuffled,task_type=math,-0.6314081712211916
prompt_disjoint,1.0,time_shuffled,gen_model=reasoner,0.4832086757987796
prompt_disjoint,1.0,time_shuffled,gen_model=qwen35_27b,0.37435271668839976
prompt_disjoint,1.0,time_shuffled,gen_model=qwen35_9b,0.32596387341814675
prompt_disjoint,1.0,time_shuffled,task_type=idea,0.30586279672834477
prompt_disjoint,1.0,time_shuffled,gen_model=qwen35_4b,0.29877727261717874
prompt_disjoint,1.0,time_shuffled,task_type=gpqa,0.2980322888010836
prompt_disjoint,1.0,time_shuffled,difficulty_raw=__missing__,0.28364383259154574
prompt_disjoint,1.0,time_shuffled,difficulty_raw=hard,-0.24973237319802913
prompt_disjoint,1.0,time_shuffled,difficulty_raw=Physics,0.2475901498870427
prompt_disjoint,1.0,time_shuffled,difficulty_raw=easy,0.16502340087230113
prompt_disjoint,1.0,time_shuffled,task_type=planning,0.15655216976859027
prompt_disjoint,1.0,time_shuffled,difficulty_raw=Chemistry,0.11510427622117969
prompt_disjoint,1.0,time_shuffled,difficulty_raw=4,0.10736239934172095
prompt_disjoint,1.0,time_shuffled,difficulty_raw=progression_mcq,0.1063952975227175
prompt_disjoint,1.0,time_shuffled,difficulty_raw=landmarks_mcq,0.09808871336163075
prompt_disjoint,1.0,time_shuffled,difficulty_raw=5,0.09542454750054725
prompt_disjoint,1.0,time_shuffled,difficulty_raw=Biology,0.09217204845612971
prompt_disjoint,1.0,time_shuffled,difficulty_raw=applicable_actions_mc,0.08875160401850005
prompt_disjoint,1.0,time_shuffled,difficulty_raw=reachable_atom_mc,0.08627774031411575
random_trace,1.0,metadata,task_type=math,-0.5026256527377686
random_trace,1.0,metadata,gen_model=qwen35_27b,0.40750483734918896
random_trace,1.0,metadata,gen_model=qwen35_9b,0.3272017307979478
random_trace,1.0,metadata,task_type=idea,0.30048993969325916
random_trace,1.0,metadata,difficulty_raw=hard,-0.29707354762963
random_trace,1.0,metadata,gen_model=qwen35_4b,0.27863031926803056
random_trace,1.0,metadata,gen_model=reasoner,0.2743045578506272
random_trace,1.0,metadata,difficulty_raw=__missing__,0.26615307865195464
random_trace,1.0,metadata,task_type=gpqa,0.20644824463799205
random_trace,1.0,metadata,difficulty_raw=Physics,0.20537700484436566
random_trace,1.0,metadata,difficulty_raw=easy,0.1685846241362428
random_trace,1.0,metadata,task_type=planning,0.16153104107885896
random_trace,1.0,metadata,difficulty_raw=progression_mcq,0.1150043237522543
random_trace,1.0,metadata,difficulty_raw=Biology,0.092186486097245
random_trace,1.0,metadata,difficulty_raw=medium,-0.08959315060601154
random_trace,1.0,metadata,difficulty_raw=applicable_actions_mc,0.08399048301579116
random_trace,1.0,metadata,difficulty_raw=4,0.08251481639937804
random_trace,1.0,metadata,difficulty_raw=landmarks_mcq,0.07319490757039468
random_trace,1.0,metadata,difficulty_raw=3,0.06445517516606743
random_trace,1.0,metadata,difficulty_raw=reachable_atom_mc,0.057105079521989593
random_trace,1.0,length,task_type=math,-0.5373112510445763
random_trace,1.0,length,gen_model=qwen35_27b,0.4564381311161514
random_trace,1.0,length,gen_model=qwen35_9b,0.3903891153901846
random_trace,1.0,length,gen_model=qwen35_4b,0.3546632544380762
random_trace,1.0,length,task_type=idea,0.30158654283630243
random_trace,1.0,length,gen_model=reasoner,0.2922855611103812
random_trace,1.0,length,difficulty_raw=hard,-0.27178805464969846
random_trace,1.0,length,difficulty_raw=__missing__,0.26722088669363814
random_trace,1.0,length,task_type=gpqa,0.22294539507750918
random_trace,1.0,length,difficulty_raw=Physics,0.20315963898718759
random_trace,1.0,length,task_type=planning,0.1689185346100514
random_trace,1.0,length,difficulty_raw=easy,0.16093239310485288
random_trace,1.0,length,prefix_segments,-0.1534820488266587
random_trace,1.0,length,difficulty_raw=progression_mcq,0.10941806411525311
random_trace,1.0,length,difficulty_raw=4,0.09355832542090901
random_trace,1.0,length,difficulty_raw=medium,-0.0869052308676928
random_trace,1.0,length,difficulty_raw=Biology,0.08596459657568159
random_trace,1.0,length,difficulty_raw=applicable_actions_mc,0.08375927941631764
random_trace,1.0,length,difficulty_raw=landmarks_mcq,0.08223081852135675
random_trace,1.0,length,difficulty_raw=3,0.07124108899504061
random_trace,1.0,counts,task_type=math,-0.6313517107944019
random_trace,1.0,counts,gen_model=reasoner,0.4831041895092785
random_trace,1.0,counts,gen_model=qwen35_27b,0.37441682734119786
random_trace,1.0,counts,gen_model=qwen35_9b,0.32601676867390417
random_trace,1.0,counts,rate_Conflict_of_Perspectives,-0.3229715424060772
random_trace,1.0,counts,task_type=idea,0.3058537306226329
random_trace,1.0,counts,gen_model=qwen35_4b,0.29882370879089193
random_trace,1.0,counts,task_type=gpqa,0.29798980843202816
random_trace,1.0,counts,difficulty_raw=__missing__,0.28362704356821467
random_trace,1.0,counts,difficulty_raw=hard,-0.2497511217432872
random_trace,1.0,counts,difficulty_raw=Physics,0.24756620340919797
random_trace,1.0,counts,rate_backtracking,-0.17273039804340426
random_trace,1.0,counts,difficulty_raw=easy,0.16501767764568423
random_trace,1.0,counts,task_type=planning,0.15656903309621087
random_trace,1.0,counts,rate_verification,0.13374759553454446
random_trace,1.0,counts,difficulty_raw=Chemistry,0.11506972240503688
random_trace,1.0,counts,difficulty_raw=4,0.10736320574041314
random_trace,1.0,counts,difficulty_raw=progression_mcq,0.10639582300110736
random_trace,1.0,counts,difficulty_raw=landmarks_mcq,0.0980749941234558
random_trace,1.0,counts,rate_Perspective_Shift,-0.09610828645304038
random_trace,1.0,temporal,rate_Question_and_Answering,1.3401467574682784
random_trace,1.0,temporal,rate_backtracking,1.0294648892142297
random_trace,1.0,temporal,task_type=math,-0.6071184268246668
random_trace,1.0,temporal,bin1_Question_and_Answering,-0.5416029359696887
random_trace,1.0,temporal,bin3_backtracking,-0.5354046577757465
random_trace,1.0,temporal,gen_model=reasoner,0.46262623767608396
random_trace,1.0,temporal,rate_Conflict_of_Perspectives,-0.44127180570190766
random_trace,1.0,temporal,bin2_Question_and_Answering,-0.43590620349405723
random_trace,1.0,temporal,bin1_backtracking,-0.41329567452051935
random_trace,1.0,temporal,rate_Perspective_Shift,-0.41195122450292343
random_trace,1.0,temporal,gen_model=qwen35_27b,0.3395563055245508
random_trace,1.0,temporal,bin2_backtracking,-0.33932037195151993
random_trace,1.0,temporal,bin0_Question_and_Answering,-0.3278675858634565
random_trace,1.0,temporal,rate_Reconciliation,0.3237157832035129
random_trace,1.0,temporal,task_type=gpqa,0.2957762926610966
random_trace,1.0,temporal,gen_model=qwen35_9b,0.2879011535581914
random_trace,1.0,temporal,bin3_Question_and_Answering,-0.2759264923021952
random_trace,1.0,temporal,bin0_backtracking,-0.2725315335529857
random_trace,1.0,temporal,task_type=idea,0.2698210060306409
random_trace,1.0,temporal,difficulty_raw=__missing__,0.26530880221145114
random_trace,1.0,time_shuffled,task_type=math,-0.6314081712211916
random_trace,1.0,time_shuffled,gen_model=reasoner,0.4832086757987796
random_trace,1.0,time_shuffled,gen_model=qwen35_27b,0.37435271668839976
random_trace,1.0,time_shuffled,gen_model=qwen35_9b,0.32596387341814675
random_trace,1.0,time_shuffled,task_type=idea,0.30586279672834477
random_trace,1.0,time_shuffled,gen_model=qwen35_4b,0.29877727261717874
random_trace,1.0,time_shuffled,task_type=gpqa,0.2980322888010836
random_trace,1.0,time_shuffled,difficulty_raw=__missing__,0.28364383259154574
random_trace,1.0,time_shuffled,difficulty_raw=hard,-0.24973237319802913
random_trace,1.0,time_shuffled,difficulty_raw=Physics,0.2475901498870427
random_trace,1.0,time_shuffled,difficulty_raw=easy,0.16502340087230113
random_trace,1.0,time_shuffled,task_type=planning,0.15655216976859027
random_trace,1.0,time_shuffled,difficulty_raw=Chemistry,0.11510427622117969
random_trace,1.0,time_shuffled,difficulty_raw=4,0.10736239934172095
random_trace,1.0,time_shuffled,difficulty_raw=progression_mcq,0.1063952975227175
random_trace,1.0,time_shuffled,difficulty_raw=landmarks_mcq,0.09808871336163075
random_trace,1.0,time_shuffled,difficulty_raw=5,0.09542454750054725
random_trace,1.0,time_shuffled,difficulty_raw=Biology,0.09217204845612971
random_trace,1.0,time_shuffled,difficulty_raw=applicable_actions_mc,0.08875160401850005
random_trace,1.0,time_shuffled,difficulty_raw=reachable_atom_mc,0.08627774031411575
