gen_model,model_label,task_type,domain,outcome_kind,n,outcome_unique,signature_family,status,baseline_columns,primary_metric,baseline_metric,amount_metric,full_metric,amount_gain,amount_gain_ci_low,amount_gain_ci_high,amount_p_value,timing_gain,timing_gain_ci_low,timing_gain_ci_high,timing_p_value,gain_unit,amount_q_value,timing_q_value,amount_supported,timing_supported
qwen35_9b,Qwen3.5 9B,math,Math,binary,438,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.5927521008403361,0.6227941176470588,0.5925630252100841,0.013143353524980694,-0.009732395328532829,0.03379309502101014,0.12687312687312688,-0.026990010406931806,-0.04828474329473034,-0.004503087367646972,0.994005994005994,bits/trace,0.46520146520146527,1.0,False,False
qwen35_9b,Qwen3.5 9B,code,Code,binary,126,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.8252631578947368,0.8226315789473684,0.8168421052631579,-0.24183127192571208,-0.7618035652779853,0.041622755608847824,0.7502497502497503,-0.11622426898534514,-0.3079364351897161,0.015544411408194094,0.9110889110889111,bits/trace,1.0,1.0,False,False
qwen35_9b,Qwen3.5 9B,code,Code,binary,126,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.8252631578947368,0.9155263157894736,0.8928947368421053,0.11801917887060723,-0.03645913665978707,0.25639632449961386,0.06793206793206794,-0.06025270840654323,-0.11329564441697342,-0.004234103065225564,0.984015984015984,bits/trace,0.3516483516483517,1.0,False,False
qwen35_9b,Qwen3.5 9B,gpqa,GPQA,binary,413,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.699985896622241,0.6994217615118821,0.6937804104082927,0.001891380057183806,-0.017211237176688782,0.02143494338984716,0.4405594405594406,-0.026997805407512742,-0.06074143521827252,0.0008800236577618635,0.9590409590409591,bits/trace,0.9097878865320724,1.0,False,False
qwen35_9b,Qwen3.5 9B,gpqa,GPQA,binary,413,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.699985896622241,0.7266412805867005,0.6793244482053452,0.011101490349645898,-0.0250333994209064,0.04730160183708325,0.2837162837162837,-0.05088210857622461,-0.08156220786562898,-0.02299765005331721,1.0,bits/trace,0.7711145996860282,1.0,False,False
qwen35_9b,Qwen3.5 9B,planning,Planning,binary,489,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8060703733548213,0.8522249082281315,0.8649834362968932,0.04249002364082309,0.012478914930522677,0.07162816486936693,0.00999000999000999,-0.0024055888499701634,-0.022833895671239137,0.01746233937223451,0.5684315684315684,bits/trace,0.26373626373626374,1.0,False,False
qwen35_9b,Qwen3.5 9B,planning,Planning,binary,489,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8060703733548213,0.8394216133942162,0.8489121676067687,0.020014339059653736,-0.011022786126918245,0.04847292925777271,0.1018981018981019,0.0020730082206178962,-0.03252247266791185,0.03382432550050187,0.4565434565434565,bits/trace,0.42700156985871274,1.0,False,False
qwen35_9b,Qwen3.5 9B,moral,Moral,continuous,485,360,conversational,estimated,log_tokens|log_segments,R2,0.00980322604332795,-0.011065835526521184,-0.025123918390001165,-0.02086906156984929,-0.037718518805907986,-0.005176744826199823,0.989010989010989,-0.01405808286348007,-0.04639959316591442,0.015621058733929655,0.8141858141858141,delta R2,1.0,1.0,False,False
qwen35_9b,Qwen3.5 9B,moral,Moral,continuous,485,360,cognitive,estimated,log_tokens|log_segments,R2,0.00980322604332795,0.01219741572075439,0.001527863095315829,0.002394189677426403,-0.012405045498797267,0.017829622631731983,0.4025974025974026,-0.010669552625438745,-0.03662347867619397,0.013712390582056228,0.8191808191808192,delta R2,0.9084249084249085,1.0,False,False
qwen35_9b,Qwen3.5 9B,idea,Idea,continuous,344,7,conversational,estimated,log_tokens|log_segments,R2,-0.0006365958959253515,0.02754436369966773,-0.007855319928251392,0.028180959595592983,-0.03044170863886158,0.07851982079079156,0.16083916083916083,-0.03539968362791919,-0.07619569820975974,0.004805545546458893,0.957042957042957,delta R2,0.5443786982248521,1.0,False,False
qwen35_9b,Qwen3.5 9B,idea,Idea,continuous,344,7,cognitive,estimated,log_tokens|log_segments,R2,-0.0006365958959253515,0.006495452806339341,-0.05334949151893964,0.007132048702264661,-0.03008767236118529,0.04335361007874691,0.36663336663336665,-0.05984494432527917,-0.10591207354201747,-0.021709696718192634,1.0,delta R2,0.8886248886248885,1.0,False,False
qwen35_9b,Qwen3.5 9B,safety,Safety,continuous,308,1,conversational,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
qwen35_9b,Qwen3.5 9B,safety,Safety,continuous,308,1,cognitive,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
qwen35_9b,Qwen3.5 9B,security,Security,binary,301,2,conversational,estimated,log_tokens|log_segments,AUROC,0.608843537414966,0.7014842300556586,0.6926406926406926,0.04211420301225584,-0.0033190757911567923,0.08350810768075537,0.03596403596403597,-0.01872983477673595,-0.057781551085287916,0.019291859984634882,0.8141858141858141,bits/trace,0.3164835164835165,1.0,False,False
qwen35_9b,Qwen3.5 9B,security,Security,binary,301,2,cognitive,estimated,log_tokens|log_segments,AUROC,0.608843537414966,0.66852195423624,0.6236239950525665,0.002359900604705314,-0.055626170817670184,0.05247208946936763,0.44255744255744256,-0.03321759143170375,-0.06812480284926103,-0.0002943951737943146,0.987012987012987,bits/trace,0.9097878865320724,1.0,False,False
qwen35_27b,Qwen3.5 27B,math,Math,binary,439,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.6189285411545308,0.5991989488853098,0.5877977451894549,-0.01433530613035622,-0.025035871782200816,-0.002885365958646841,0.989010989010989,-0.016796843059696528,-0.04112306432189562,0.007435640125821828,0.9010989010989011,bits/trace,1.0,1.0,False,False
qwen35_27b,Qwen3.5 27B,math,Math,binary,439,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_1|prompt_stratum_2|prompt_stratum_3|prompt_stratum_4|prompt_stratum_5,AUROC,0.6189285411545308,0.6195007205221666,0.5956175298804781,-0.0014264888994652513,-0.013108228416708695,0.011341028010704962,0.5944055944055944,-0.017582192002658842,-0.03875462382959258,0.003066909345555517,0.9530469530469531,bits/trace,0.9869375907111756,1.0,False,False
qwen35_27b,Qwen3.5 27B,code,Code,binary,157,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.7696827262044653,0.8345084214649432,0.8121817469643556,-0.06237114887898848,-0.39310801565801534,0.13978697374471352,0.5044955044955045,-0.10305083159722915,-0.2714726577705327,0.024256319339257336,0.8641358641358642,bits/trace,0.9311504821708904,1.0,False,False
qwen35_27b,Qwen3.5 27B,code,Code,binary,157,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_easy|prompt_stratum_hard|prompt_stratum_medium,AUROC,0.7696827262044653,0.8752448100274187,0.8443008225616921,0.12994693261281992,0.015638631663890838,0.23589264890370296,0.011988011988011988,-0.059632178339952706,-0.13658655744222664,0.011598340346293172,0.9300699300699301,bits/trace,0.26373626373626374,1.0,False,False
qwen35_27b,Qwen3.5 27B,gpqa,GPQA,binary,483,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.7005300807987237,0.7401574803149606,0.7218877052133189,0.03272813647114664,0.0017484366489936482,0.06428177350490198,0.026973026973026972,-0.023895380723114416,-0.04674160908798012,-0.0013458046099925642,0.9630369630369631,bits/trace,0.2967032967032967,1.0,False,False
qwen35_27b,Qwen3.5 27B,gpqa,GPQA,binary,483,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_Biology|prompt_stratum_Chemistry|prompt_stratum_Physics,AUROC,0.7005300807987237,0.7455869486902372,0.7415727445833976,0.027535778616956857,-0.00681289259088648,0.05697861073715013,0.053946053946053944,-0.00921069160899289,-0.03668168605484191,0.016651370272205566,0.7712287712287712,bits/trace,0.3516483516483517,1.0,False,False
qwen35_27b,Qwen3.5 27B,planning,Planning,binary,499,2,conversational,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8800492610837438,0.9365147783251232,0.9288177339901478,0.05550002293758208,0.021377096993118225,0.08895304959546736,0.001998001998001998,-0.007206706735306264,-0.02338214024777754,0.011744740899818031,0.7852147852147852,bits/trace,0.1758241758241758,1.0,False,False
qwen35_27b,Qwen3.5 27B,planning,Planning,binary,499,2,cognitive,estimated,log_tokens|log_segments|prompt_stratum_applicable_actions_mc|prompt_stratum_landmarks_mcq|prompt_stratum_progression_mcq|prompt_stratum_reachable_atom_mc|prompt_stratum_validation_mcq,AUROC,0.8800492610837438,0.9080049261083744,0.902832512315271,0.02503169653554494,-0.0004589885548935955,0.048543579540420496,0.01998001998001998,0.004010009312361023,-0.02205514952841392,0.02926038124714249,0.37162837162837165,bits/trace,0.29304029304029305,1.0,False,False
qwen35_27b,Qwen3.5 27B,moral,Moral,continuous,497,372,conversational,estimated,log_tokens|log_segments,R2,0.0009967959415049243,-0.006645989652682482,-0.01639885472478686,-0.007642785594187182,-0.024690484975073725,0.0104541292767277,0.7832167832167832,-0.009752865072104476,-0.03622560033951378,0.015332323789039475,0.7512487512487512,delta R2,1.0,1.0,False,False
qwen35_27b,Qwen3.5 27B,moral,Moral,continuous,497,372,cognitive,estimated,log_tokens|log_segments,R2,0.0009967959415049243,-0.013845834090593367,-0.04570708737358542,-0.0148426300320979,-0.02893796401052561,-0.0006490867461576865,0.9820179820179821,-0.031861253282992275,-0.11760805091535229,0.03027321255033976,0.7102897102897103,delta R2,1.0,1.0,False,False
qwen35_27b,Qwen3.5 27B,idea,Idea,continuous,498,8,conversational,estimated,log_tokens|log_segments,R2,0.01396180784776202,0.04889664586213571,0.012081549053896579,0.03493483801437403,0.001500883908374235,0.07031119874495949,0.025974025974025976,-0.03681509680823917,-0.05722317226126993,-0.014827492117303631,1.0,delta R2,0.2967032967032967,1.0,False,False
qwen35_27b,Qwen3.5 27B,idea,Idea,continuous,498,8,cognitive,estimated,log_tokens|log_segments,R2,0.01396180784776202,0.0007901306729685142,-0.013660129109222874,-0.013171677174793325,-0.030476038359529698,0.0032869367037265448,0.9240759240759241,-0.014450259782191412,-0.0364992711133434,0.0055410795782632185,0.9080919080919081,delta R2,1.0,1.0,False,False
qwen35_27b,Qwen3.5 27B,safety,Safety,continuous,313,1,conversational,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
qwen35_27b,Qwen3.5 27B,safety,Safety,continuous,313,1,cognitive,insufficient_outcome_variation,,,,,,,,,,,,,,,,,False,False
qwen35_27b,Qwen3.5 27B,security,Security,binary,455,2,conversational,estimated,log_tokens|log_segments,AUROC,0.589778468713564,0.6739214924212981,0.6778727814483742,0.024266504617358006,-0.002635366183271509,0.05259671637078548,0.054945054945054944,0.001197728875289674,-0.018814505899368138,0.02300437355550492,0.45354645354645357,bits/trace,0.3516483516483517,1.0,False,False
qwen35_27b,Qwen3.5 27B,security,Security,binary,455,2,cognitive,estimated,log_tokens|log_segments,AUROC,0.589778468713564,0.5348166860992356,0.6037375307682342,-0.023358985716954807,-0.04188020596775653,-0.006738701163921288,0.996003996003996,0.011706966985114815,-0.019107158035392306,0.04623025567847514,0.2597402597402597,bits/trace,1.0,1.0,False,False
